,Title,Content,Clean Content,Review,Rating,Sentiment,Year,Month,Day
375,accurate on the highs not so on the bass,"these are pretty good at this price...they are particularly accurate and detailed in the high frequencies with good stereo definition. the bass is a different matter, however, revealing a very distinctive frequency bump at 150hz...so it'll sound artificially 'boomy' without the subs (obviously not much sub-100hz given the small size of the speakers). rolling off the bass on the controls helps a little bit but the 150hz peak remains...used for mixing, i think these are good for a three-four hour session at low volume but there is some ear fatigue (for me) any longer than that, especially at higher volumes.","pretty good price...they particularly accurate detailed high frequencies good stereo definition. bass different matter, however, revealing distinctive frequency bump 150hz...so it'll sound artificially 'boomy' without subs (obviously not much sub-100hz given small size speakers). rolling bass controls helps little bit 150hz peak remains...used mixing, think good three-four hour session low volume ear fatigue (for me) longer that, especially higher volumes.","accurate on the highs not so on the bass. pretty good price...they particularly accurate detailed high frequencies good stereo definition. bass different matter, however, revealing distinctive frequency bump 150hz...so it'll sound artificially 'boomy' without subs (obviously not much sub-100hz given small size speakers). rolling bass controls helps little bit 150hz peak remains...used mixing, think good three-four hour session low volume ear fatigue (for me) longer that, especially higher volumes.",4,Positive,2021,5,11
376,"great price, great sound",you won't get better and more versatile speakers for anywhere near this price,won't get better versatile speakers anywhere near price,"great price, great sound. won't get better versatile speakers anywhere near price",5,Positive,2021,5,11
377,best budget studio monitors ever!!!!,absolutely crazy sound on these no matter the input everyone else's reviews are lying if they say it's bad because i hear no hum at all there crisp even if you do nothing with the tone or the bass the sound is still very clear and crisp.,absolutely crazy sound no matter input everyone else's reviews lying say bad hear no hum crisp even nothing tone bass sound still clear crisp.,best budget studio monitors ever!!!!. absolutely crazy sound no matter input everyone else's reviews lying say bad hear no hum crisp even nothing tone bass sound still clear crisp.,5,Positive,2021,5,4
378,fit for purpose,works great!!,works great!!,fit for purpose. works great!!,5,Positive,2021,5,2
379,good buy,"good buy, good sound for basic speakers good for playback and monitoring, feedback minimal","good buy, good sound basic speakers good playback monitoring, feedback minimal","good buy. good buy, good sound basic speakers good playback monitoring, feedback minimal",4,Positive,2021,5,1
380,just about average,"using with the presonus audiobox 96, sound is of average standard, speakers are smaller than expected.","using presonus audiobox 96, sound average standard, speakers smaller expected.","just about average. using presonus audiobox 96, sound average standard, speakers smaller expected.",3,Neutral,2021,4,28
381,used for digital synthesizer,"not using for gaming, so adapter was wrong size. correct one now fitted, sound clear and ok, nice size speakers, came well wrapped, but polystyrene which i dislike. other than that, great speakers.","not using gaming, adapter wrong size. correct one fitted, sound clear ok, nice size speakers, came well wrapped, polystyrene dislike. that, great speakers.","used for digital synthesizer. not using gaming, adapter wrong size. correct one fitted, sound clear ok, nice size speakers, came well wrapped, polystyrene dislike. that, great speakers.",4,Positive,2021,4,26
382,really good for money,great all round,great round,really good for money. great round,5,Positive,2021,4,26
383,happy,"for the price good small active speakers, reasonable sound reproduction","price good small active speakers, reasonable sound reproduction","happy. price good small active speakers, reasonable sound reproduction",4,Positive,2021,4,25
384,superb speaker great value for money,bought these to use with my focusrite scarlett 2i2 and my macbook for monitoring music recording. i am delighted with the sound quality. i saw mention of hum or sound interference. i have to say that this is not an issue for me. i think these speakers are incredible value for money.,bought use focusrite scarlett 2i2 macbook monitoring music recording. delighted sound quality. saw mention hum sound interference. say not issue me. think speakers incredible value money.,superb speaker great value for money. bought use focusrite scarlett 2i2 macbook monitoring music recording. delighted sound quality. saw mention hum sound interference. say not issue me. think speakers incredible value money.,5,Positive,2021,4,25
385,excellent small studio speakers,really excellent little speakers. good sound quality. the volume and headphone input on the front are particularly useful. exactly what i needed for my small home studio and they did n’t break the bank !! very pleased with them 👍,really excellent little speakers. good sound quality. volume headphone input front particularly useful. exactly needed small home studio n’t break bank !! pleased 👍,excellent small studio speakers. really excellent little speakers. good sound quality. volume headphone input front particularly useful. exactly needed small home studio n’t break bank !! pleased 👍,5,Positive,2021,4,22
386,great studio monitors,great clarity and quality,great clarity quality,great studio monitors. great clarity quality,5,Positive,2021,4,13
387,the best speakers i have ever owned,,,the best speakers i have ever owned. ,5,Positive,2021,4,12
388,outstanding for the price.,"presonus really show off why they are the last word in professional audio with these speakers...the audio from these speakers is sharp and accurate, all the way down the the advertised 30hz cutoff. yet despite this they still provide a comfortable listening experience when being used for non professional tasks...the speakers are able to push an impressive volume for there small size, however they are still monitors, don't expect them to fill a large room with sound. the amplifier's are very quiet with no audible hiss or hum from the speakers even in a silent room (also with the inputs disconnected)..the one gripe i have with these speakers is they have a bright blue power led on the front above the volume knob. this is unfortunate as it is very annoying in a darkened room, however is easily remedied with a small square of black electrical tape...for this price i would recommend these to anyone, with professional monitors this cheap most computer speaker manufacturers (logitech) should probably just give up.","presonus really show last word professional audio speakers...the audio speakers sharp accurate, way advertised 30hz cutoff. yet despite still provide comfortable listening experience used non professional tasks...the speakers able push impressive volume small size, however still monitors, expect fill large room sound. amplifier's quiet no audible hiss hum speakers even silent room (also inputs disconnected)..the one gripe speakers bright blue power led front volume knob. unfortunate annoying darkened room, however easily remedied small square black electrical tape...for price recommend anyone, professional monitors cheap computer speaker manufacturers (logitech) probably give up.","outstanding for the price.. presonus really show last word professional audio speakers...the audio speakers sharp accurate, way advertised 30hz cutoff. yet despite still provide comfortable listening experience used non professional tasks...the speakers able push impressive volume small size, however still monitors, expect fill large room sound. amplifier's quiet no audible hiss hum speakers even silent room (also inputs disconnected)..the one gripe speakers bright blue power led front volume knob. unfortunate annoying darkened room, however easily remedied small square black electrical tape...for price recommend anyone, professional monitors cheap computer speaker manufacturers (logitech) probably give up.",5,Positive,2021,4,9
389,worth every penny,great sounding speaker for the price,great sounding speaker price,worth every penny. great sounding speaker price,5,Positive,2021,4,7
390,can't go wrong with thease,surprisingly lound for the size easy to pair with bloototh.comes with all sort of cables u need and u get entry level studio one 5 software if u getting thease for monitoring your records u won't be decapitated for the price,surprisingly lound size easy pair bloototh.comes sort cables u need u get entry level studio one 5 software u getting thease monitoring records u won't decapitated price,can't go wrong with thease. surprisingly lound size easy pair bloototh.comes sort cables u need u get entry level studio one 5 software u getting thease monitoring records u won't decapitated price,3,Neutral,2021,4,7
391,great quality sound for the price and size,"i bought these to replace some active computer speakers that had stopped working and to help me with a recording project. for the price pont on the size of the speakers (3.5 inch main speaker cone), they deliver excellent sound quality with very good clarity and separation. perfect for the job.","bought replace active computer speakers stopped working help recording project. price pont size speakers (3.5 inch main speaker cone), deliver excellent sound quality good clarity separation. perfect job.","great quality sound for the price and size. bought replace active computer speakers stopped working help recording project. price pont size speakers (3.5 inch main speaker cone), deliver excellent sound quality good clarity separation. perfect job.",5,Positive,2021,4,6
392,superb sound system,superb! high sound clarity. value for money!!!,superb! high sound clarity. value money!!!,superb sound system. superb! high sound clarity. value money!!!,4,Positive,2021,4,4
393,"for something so small, they fill your room with quality sound.",presonus fits really well in my bedroom. i’ve fitted them either side of my chimney breast for true stereo and they sound amazing even without a subwoofer...i highly recommend them.,presonus fits really well bedroom. i’ve fitted either side chimney breast true stereo sound amazing even without subwoofer...i highly recommend them.,"for something so small, they fill your room with quality sound.. presonus fits really well bedroom. i’ve fitted either side chimney breast true stereo sound amazing even without subwoofer...i highly recommend them.",5,Positive,2021,4,4
394,great little speakers,"i've had these about 3 weeks and pleased with then. i bought them to use with my laptop running cubase, and for gaming and for the family to use. i use them wired when using cubase as the audio comes out via a steinberg ur242 usb audio interface and so use phono leads to take the audio from the ur242. when gaming i use them via bluetooth and the family have paired their phones so they can play their tunes. the speakers were playing within 2 minutes of unboxing, no issues at all. it's handy having the volume on the front and also handy having headphones out on the front as it means i can monitor there when recording if someone else is using the headphone out from the ur242 to records vocals. the sound is punchy and very clear up to quite loud volumes. play them at full volume and you might get a little distortion from the bass but hey, they're tiny! the eq can be tweaked (bass and treble) which is handy or just leave them at 0 if you want a more accurate sound when recording. i'm really glad a spent just a few quid more to get the bluetooth version and if you're going to be sharing these with the rest of the household like i am then go for that option. if you have a dedicated space for home recording (lucky you!) then the wired version would be fine.","i've 3 weeks pleased then. bought use laptop running cubase, gaming family use. use wired using cubase audio comes via steinberg ur242 usb audio interface use phono leads take audio ur242. gaming use via bluetooth family paired phones play tunes. speakers playing within 2 minutes unboxing, no issues all. handy volume front also handy headphones front means monitor recording someone else using headphone ur242 records vocals. sound punchy clear quite loud volumes. play full volume get little distortion bass hey, they're tiny! eq tweaked (bass treble) handy leave 0 want accurate sound recording. i'm really glad spent quid get bluetooth version going sharing rest household like go option. dedicated space home recording (lucky you!) wired version fine.","great little speakers. i've 3 weeks pleased then. bought use laptop running cubase, gaming family use. use wired using cubase audio comes via steinberg ur242 usb audio interface use phono leads take audio ur242. gaming use via bluetooth family paired phones play tunes. speakers playing within 2 minutes unboxing, no issues all. handy volume front also handy headphones front means monitor recording someone else using headphone ur242 records vocals. sound punchy clear quite loud volumes. play full volume get little distortion bass hey, they're tiny! eq tweaked (bass treble) handy leave 0 want accurate sound recording. i'm really glad spent quid get bluetooth version going sharing rest household like go option. dedicated space home recording (lucky you!) wired version fine.",5,Positive,2021,4,3
395,great value,excellent so far - very good even at low volume,excellent far - good even low volume,great value. excellent far - good even low volume,5,Positive,2021,4,3
396,small but pack a punch.,"very clear sounding monitors for the money. they are really small, but pack a punch for their size. you will need stands to get it to the right level for your ears. i also own the krks which a lot more than expensive to buy buying just one monitors. you can't go wrong with these, i would recommend the 4.5 if your have large room.","clear sounding monitors money. really small, pack punch size. need stands get right level ears. also krks lot expensive buy buying one monitors. can't go wrong these, recommend 4.5 large room.","small but pack a punch.. clear sounding monitors money. really small, pack punch size. need stands get right level ears. also krks lot expensive buy buying one monitors. can't go wrong these, recommend 4.5 large room.",5,Positive,2021,4,2
397,nice pair,"i’m no sound engineer, but these are a great pair of studio monitors. good sound quality, clear and crisp. they do the job when it comes to music production and are great value for money.","i’m no sound engineer, great pair studio monitors. good sound quality, clear crisp. job comes music production great value money.","nice pair. i’m no sound engineer, great pair studio monitors. good sound quality, clear crisp. job comes music production great value money.",5,Positive,2021,4,1
398,excellent speakers,i play my electric guitars through these and i am impressed on the pure sound. although they are small they can pack a punch without distorting. would highly recommend,play electric guitars impressed pure sound. although small pack punch without distorting. highly recommend,excellent speakers. play electric guitars impressed pure sound. although small pack punch without distorting. highly recommend,5,Positive,2021,3,31
399,great value for money,"pros.beautiful compact design..reproduces sound accurately..larger than average tweeter and woofer..low price..durable enough for constant daily production use...cons.if you use the unbalanced rca jacks, the sound is better when also using an audio interface..to get a heavier bass sound, you need to add a subwoofer.","pros.beautiful compact design..reproduces sound accurately..larger average tweeter woofer..low price..durable enough constant daily production use...cons.if use unbalanced rca jacks, sound better also using audio interface..to get heavier bass sound, need add subwoofer.","great value for money. pros.beautiful compact design..reproduces sound accurately..larger average tweeter woofer..low price..durable enough constant daily production use...cons.if use unbalanced rca jacks, sound better also using audio interface..to get heavier bass sound, need add subwoofer.",5,Positive,2021,3,31
400,brilliant sound,"for the money, these are fantastic and will be ordering another post for downstairs.","money, fantastic ordering another post downstairs.","brilliant sound. money, fantastic ordering another post downstairs.",5,Positive,2021,3,26
401,great value,"great sound quality, great value","great sound quality, great value","great value. great sound quality, great value",5,Positive,2021,3,26
402,great little speakers for the money,"excellent speakers for the money, lovely detailing. ideal for home studio..these are not designed for heavy bass, but that's the point, there more designed for detailing your mix. don't get me wrong, they have enough bass response to work with though..highly recommended....","excellent speakers money, lovely detailing. ideal home studio..these not designed heavy bass, that's point, designed detailing mix. get wrong, enough bass response work though..highly recommended....","great little speakers for the money. excellent speakers money, lovely detailing. ideal home studio..these not designed heavy bass, that's point, designed detailing mix. get wrong, enough bass response work though..highly recommended....",5,Positive,2021,3,26
403,great sound,"for the cost i was a little dubious, but these speakers, which are hooked up to the turntable in my study sound great and have transformed my pleasure of listening to my vinyl while i work.","cost little dubious, speakers, hooked turntable study sound great transformed pleasure listening vinyl work.","great sound. cost little dubious, speakers, hooked turntable study sound great transformed pleasure listening vinyl work.",5,Positive,2021,3,24
404,wow,"my first set of ""studio monitors"" and wow the quality, volume, bass are all just incredible! no matter what volume you use these at (though honestly anything over half id deafening!) they sound so clear and crisp. worth every penny!","first set ""studio monitors"" wow quality, volume, bass incredible! no matter volume use (though honestly anything half id deafening!) sound clear crisp. worth every penny!","wow. first set ""studio monitors"" wow quality, volume, bass incredible! no matter volume use (though honestly anything half id deafening!) sound clear crisp. worth every penny!",5,Positive,2021,3,23
405,uncontrolled bass,"i don’t normally review anything but thought it would help others. i used to work in the hi fi industry running a hi fi shop for many years and have a very nice setup in my lounge, so know a thing or two about audio..having looked online at many reviews you often purchase on the many recommendations, this is never a good idea but perhaps sometimes necessary, so i purchased the presonus eris e3.5 and set them up and ran them in..i was presented with a sound that is so uncontrolled in the low frequency, so much so that i could not live with them, this is in part to do with the speaker boxes and lack of rigidity...the bass is so bad that it just colours everything, you could improve things by bringing them away from walls and use a good pair of speakers stands that are mass loaded but then most pc setups are on a desk and are against a wall. of course, i know sound is subjective and some will love that kind of bass but i am pretty sure i could make a better pair from a cornflake box, it’s also worth saying that the presonus eris e3.5 are priced as a budget pair of pc speakers and cost very little and i understand that there are also limiting factors like the pc sound card, but unfortunately, i can’t recommend them due to their boomy uncontrolled bass.","don’t normally review anything thought help others. used work hi fi industry running hi fi shop many years nice setup lounge, know thing two audio..having looked online many reviews often purchase many recommendations, never good idea perhaps sometimes necessary, purchased presonus eris e3.5 set ran in..i presented sound uncontrolled low frequency, much not live them, part speaker boxes lack rigidity...the bass bad colours everything, improve things bringing away walls use good pair speakers stands mass loaded pc setups desk wall. course, know sound subjective love kind bass pretty sure make better pair cornflake box, it’s also worth saying presonus eris e3.5 priced budget pair pc speakers cost little understand also limiting factors like pc sound card, unfortunately, can’t recommend due boomy uncontrolled bass.","uncontrolled bass. don’t normally review anything thought help others. used work hi fi industry running hi fi shop many years nice setup lounge, know thing two audio..having looked online many reviews often purchase many recommendations, never good idea perhaps sometimes necessary, purchased presonus eris e3.5 set ran in..i presented sound uncontrolled low frequency, much not live them, part speaker boxes lack rigidity...the bass bad colours everything, improve things bringing away walls use good pair speakers stands mass loaded pc setups desk wall. course, know sound subjective love kind bass pretty sure make better pair cornflake box, it’s also worth saying presonus eris e3.5 priced budget pair pc speakers cost little understand also limiting factors like pc sound card, unfortunately, can’t recommend due boomy uncontrolled bass.",3,Neutral,2021,3,22
406,"sound great, look great for the price",it's hard to beat these for the price. sit them on some isolation foam pads and they are even better. work well for amateur music producing and mixing. small but effective monitors.,hard beat price. sit isolation foam pads even better. work well amateur music producing mixing. small effective monitors.,"sound great, look great for the price. hard beat price. sit isolation foam pads even better. work well amateur music producing mixing. small effective monitors.",5,Positive,2021,3,20
407,good sound cheap for music producer,cheap and good sound for the price,cheap good sound price,good sound cheap for music producer. cheap good sound price,5,Positive,2021,3,18
408,excellent addition to my home studio,"recommended by someone who knows speakers , for less than £90 i am delighted by the sound and build.","recommended someone knows speakers , less £90 delighted sound build.","excellent addition to my home studio. recommended someone knows speakers , less £90 delighted sound build.",5,Positive,2021,3,17
409,good,use these to monitor my yamaha mx88 keyboard for home use. just right but if you want loud then these will not be suitable. not really loud enough to monitor recording from a daw..they do what they say on the tin and excellent value for the money,use monitor yamaha mx88 keyboard home use. right want loud not suitable. not really loud enough monitor recording daw..they say tin excellent value money,good. use monitor yamaha mx88 keyboard home use. right want loud not suitable. not really loud enough monitor recording daw..they say tin excellent value money,5,Positive,2021,3,17
410,great sound quality,great product,great product,great sound quality. great product,5,Positive,2021,3,14
411,good for music production,good for the price for music production so far so good,good price music production far good,good for music production. good price music production far good,5,Positive,2021,3,13
412,very good speakers,"working great for playing music and gaming on my desk, and they aren't that large which is ideal for the location i had to place them.","working great playing music gaming desk, aren't large ideal location place them.","very good speakers. working great playing music gaming desk, aren't large ideal location place them.",5,Positive,2021,3,13
413,great speakers at a great price,"i bought these speakers for my son, and we already have single popular braded speakers at a similar price but needed to have the facility to hear the music differently . i was really impressed by the depth of the base and the qukaity of sound that when compared with our current speaker there was no distortion nor tinny effect., were really happy with these . to note all of us will have certain sound preferences and experience sound differently","bought speakers son, already single popular braded speakers similar price needed facility hear music differently . really impressed depth base qukaity sound compared current speaker no distortion nor tinny effect., really happy . note us certain sound preferences experience sound differently","great speakers at a great price. bought speakers son, already single popular braded speakers similar price needed facility hear music differently . really impressed depth base qukaity sound compared current speaker no distortion nor tinny effect., really happy . note us certain sound preferences experience sound differently",5,Positive,2021,3,13
414,good quality,sounds so good with my sarato decks,sounds good sarato decks,good quality. sounds good sarato decks,5,Positive,2021,3,10
415,fantastic,"speakers are amazing, look amazing, sound amazing but you need some accoustic foam if you live above any one else or dont want the sound to travel... over all the speakers are amazing for the price.","speakers amazing, look amazing, sound amazing need accoustic foam live one else dont want sound travel... speakers amazing price.","fantastic. speakers amazing, look amazing, sound amazing need accoustic foam live one else dont want sound travel... speakers amazing price.",5,Positive,2021,3,7
416,"presonus eris e3.5 - 2-way, high-definition active studio monitors (pair)","presonus eris e3.5 - 2-way, high-definition active studio monitors (pair) better speakers quality for music studio i am using for and so good for ambient nature sound background effects, gaming and movies... no problems with the speakers and the bass and treble absolutely brilliant.","presonus eris e3.5 - 2-way, high-definition active studio monitors (pair) better speakers quality music studio using good ambient nature sound background effects, gaming movies... no problems speakers bass treble absolutely brilliant.","presonus eris e3.5 - 2-way, high-definition active studio monitors (pair). presonus eris e3.5 - 2-way, high-definition active studio monitors (pair) better speakers quality music studio using good ambient nature sound background effects, gaming movies... no problems speakers bass treble absolutely brilliant.",5,Positive,2021,3,5
417,worth every penny,i use these in place of my guitar amp and run my helix pedal into them direct and the sound is amazing,use place guitar amp run helix pedal direct sound amazing,worth every penny. use place guitar amp run helix pedal direct sound amazing,5,Positive,2021,3,4
418,great value studio monitors!,i don’t normally review items but i’m so impressed with the clarity of these speakers that i thought it would be worth a mention. the sound is clear at low and high volumes and i’ve had zero buzz from them too.,don’t normally review items i’m impressed clarity speakers thought worth mention. sound clear low high volumes i’ve zero buzz too.,great value studio monitors!. don’t normally review items i’m impressed clarity speakers thought worth mention. sound clear low high volumes i’ve zero buzz too.,5,Positive,2021,3,3
419,brilliant sound quality,didn't expect much to be honest but wow i was blown away by the sound quality was in 2 mind which size 3.5 or 4.5 went for the bigger option as you do but should have went smaller knowing now how decent these sound (no regrets though). the sound out performs my surround sound which cost 5x as much..would recommend to any one wanting some decent sound for affordable price. i do get some sound distortion from the cables bit annoying. still worth it,didn't expect much honest wow blown away sound quality 2 mind size 3.5 4.5 went bigger option went smaller knowing decent sound (no regrets though). sound performs surround sound cost 5x much..would recommend one wanting decent sound affordable price. get sound distortion cables bit annoying. still worth,brilliant sound quality. didn't expect much honest wow blown away sound quality 2 mind size 3.5 4.5 went bigger option went smaller knowing decent sound (no regrets though). sound performs surround sound cost 5x much..would recommend one wanting decent sound affordable price. get sound distortion cables bit annoying. still worth,5,Positive,2021,3,3
420,did not work.,"these did not power on for me at all, even with a different (working) cable. exchanged for jbls.","not power all, even different (working) cable. exchanged jbls.","did not work.. not power all, even different (working) cable. exchanged jbls.",1,Negative,2021,3,3
421,arrived today and was happy but a big problem on testing,"all in all they sound good , clean sound , but unfortunately there was a problem with the tweeter on the main unit , vibrated at certain frequencies , so packed them up again and will return , will buy something else as qc on these speakers seem to be a problem and a lot of people have problems with them , i did not get the dreaded hum but a lot vibration noise , very disappointed had great hope for these.","sound good , clean sound , unfortunately problem tweeter main unit , vibrated certain frequencies , packed return , buy something else qc speakers seem problem lot people problems , not get dreaded hum lot vibration noise , disappointed great hope these.","arrived today and was happy but a big problem on testing. sound good , clean sound , unfortunately problem tweeter main unit , vibrated certain frequencies , packed return , buy something else qc speakers seem problem lot people problems , not get dreaded hum lot vibration noise , disappointed great hope these.",2,Negative,2021,3,1
422,( ͡° ͜ʖ ͡°),these speakers are pretty good.,speakers pretty good.,( ͡° ͜ʖ ͡°). speakers pretty good.,5,Positive,2021,2,28
423,time to eat humble pie! these are amazing!,i bought a pair of these monitors from a company who turns out to have their warehouses based in the netherlands. i will send an email informing me that the delivery would be some weeks later which rather surprised me. in the end they arrived in about 4 days and to say they are good is an understatement. they have resources like videos explaining ideal set ups and i think i take a bit of listening to bed-in but the sound is incredible - i say for such a small set of speakers but actually they just sound brilliant regardless. so so happy with my purchase and customer service.,bought pair monitors company turns warehouses based netherlands. send email informing delivery weeks later rather surprised me. end arrived 4 days say good understatement. resources like videos explaining ideal set ups think take bit listening bed-in sound incredible - say small set speakers actually sound brilliant regardless. happy purchase customer service.,time to eat humble pie! these are amazing!. bought pair monitors company turns warehouses based netherlands. send email informing delivery weeks later rather surprised me. end arrived 4 days say good understatement. resources like videos explaining ideal set ups think take bit listening bed-in sound incredible - say small set speakers actually sound brilliant regardless. happy purchase customer service.,5,Positive,2021,2,27
424,"absolutely shocking, not worth the money",speakers stopped working within a couple of weeks of setting them up,speakers stopped working within couple weeks setting,"absolutely shocking, not worth the money. speakers stopped working within couple weeks setting",1,Negative,2021,2,24
425,super sound quality for my pc workspace and for electronic music production,along with many others - i am currently working from home (almost a year now!) - and i got these speakers to connect to my pc so i can listen to music while i work making my workspace more habitable. the sound quality is superb - even over blue-tooth - and a huge upgrade from my previous speaker (jbl charge 2 blue-tooth) - i also got some stands so they are at head height which does make a difference for these 'monitor' speakers. i am also getting back into creating electronic music and these are a perfect addition to my set-up. 5 stars - without hesitation - i doubt there is anything out there as good as this for the price.,along many others - currently working home (almost year now!) - got speakers connect pc listen music work making workspace habitable. sound quality superb - even blue-tooth - huge upgrade previous speaker (jbl charge 2 blue-tooth) - also got stands head height make difference 'monitor' speakers. also getting back creating electronic music perfect addition set-up. 5 stars - without hesitation - doubt anything good price.,super sound quality for my pc workspace and for electronic music production. along many others - currently working home (almost year now!) - got speakers connect pc listen music work making workspace habitable. sound quality superb - even blue-tooth - huge upgrade previous speaker (jbl charge 2 blue-tooth) - also got stands head height make difference 'monitor' speakers. also getting back creating electronic music perfect addition set-up. 5 stars - without hesitation - doubt anything good price.,5,Positive,2021,2,23
426,exellent sound quality and sturdy construction,they feel like a premium product at an entry level price..i love the choice of inputs on the back and have 2 different sources connected to them..they give a crisp clear sound and i am very happy..would recommend..10/10,feel like premium product entry level price..i love choice inputs back 2 different sources connected them..they give crisp clear sound happy..would recommend..10/10,exellent sound quality and sturdy construction. feel like premium product entry level price..i love choice inputs back 2 different sources connected them..they give crisp clear sound happy..would recommend..10/10,5,Positive,2021,2,21
427,amazing value,great sound quality and good stone volume will fill a big room. great for the price better then some more expensive speakers/monitors i’ve owned,great sound quality good stone volume fill big room. great price better expensive speakers/monitors i’ve owned,amazing value. great sound quality good stone volume fill big room. great price better expensive speakers/monitors i’ve owned,5,Positive,2021,2,18
428,"superb, and not just for the price","amazin sound quality and volume..my harman/kardon go+play have just broken down: both of the drivers' cones torn after 8 years of mild use - disappointing right?.the presonus e3.5 pair beats the harman/kardon easily..i hooked it up with my pc and my amazon echo. works like a dream. no humming, buzzing white noise, just the purest, clearest sound i have ever experienced from such a little pair..you just can't go wrong with them","amazin sound quality volume..my harman/kardon go+play broken down: drivers' cones torn 8 years mild use - disappointing right?.the presonus e3.5 pair beats harman/kardon easily..i hooked pc amazon echo. works like dream. no humming, buzzing white noise, purest, clearest sound ever experienced little pair..you can't go wrong","superb, and not just for the price. amazin sound quality volume..my harman/kardon go+play broken down: drivers' cones torn 8 years mild use - disappointing right?.the presonus e3.5 pair beats harman/kardon easily..i hooked pc amazon echo. works like dream. no humming, buzzing white noise, purest, clearest sound ever experienced little pair..you can't go wrong",5,Positive,2021,2,17
429,great value,"excellent monitors great value, using with presonus 24c sounds really good,","excellent monitors great value, using presonus 24c sounds really good,","great value. excellent monitors great value, using presonus 24c sounds really good,",5,Positive,2021,2,14
430,amazing!,amazing sound quality and excellent value.,amazing sound quality excellent value.,amazing!. amazing sound quality excellent value.,5,Positive,2021,2,12
431,great quality,"i took ages to decide on a pair of monitors. i have presonus usb interface for recording on my pc so after reading reviews i decided on these. very glad i did they are wonderful. good for listening to spotify and revealing enough for mixing and recording. they fir nicely on my desk either side of my dell lcd screen and fill the room perfectly, no distortion just clarity. i added an old sub woofer via a splitter and use if i want more bass, but to be honest they don't really need it for most genres. excellent","took ages decide pair monitors. presonus usb interface recording pc reading reviews decided these. glad wonderful. good listening spotify revealing enough mixing recording. fir nicely desk either side dell lcd screen fill room perfectly, no distortion clarity. added old sub woofer via splitter use want bass, honest really need genres. excellent","great quality. took ages decide pair monitors. presonus usb interface recording pc reading reviews decided these. glad wonderful. good listening spotify revealing enough mixing recording. fir nicely desk either side dell lcd screen fill room perfectly, no distortion clarity. added old sub woofer via splitter use want bass, honest really need genres. excellent",5,Positive,2021,2,12
432,presonus eris e4.5,"awesome monitors. using them for my audiotechnica turntable , laptop and phone, sound quality is excellent and plenty loud enough for where i’m using them","awesome monitors. using audiotechnica turntable , laptop phone, sound quality excellent plenty loud enough i’m using","presonus eris e4.5. awesome monitors. using audiotechnica turntable , laptop phone, sound quality excellent plenty loud enough i’m using",5,Positive,2021,2,11
433,avoid,"the actual speaker sound is top quality, amazon shipped me a replacement as the first one i got made loud white noise even when volume down and using bluetooth made a loud hum. second one just arrived and exactly the same, avoid.","actual speaker sound top quality, amazon shipped replacement first one got made loud white noise even volume using bluetooth made loud hum. second one arrived exactly same, avoid.","avoid. actual speaker sound top quality, amazon shipped replacement first one got made loud white noise even volume using bluetooth made loud hum. second one arrived exactly same, avoid.",1,Negative,2021,2,10
434,turn them up loud,great for home music studios bass response is amazing,great home music studios bass response amazing,turn them up loud. great home music studios bass response amazing,5,Positive,2021,2,9
435,great speaker that fell short,"i have had the product for a year now and the quality of the speakers has dropped drastically. when using them in a party within 2 hours the speakers volume starts dropping, not sure wether they overheat but they dont handle it well. sadly i will need to purchase new speakers after just 12 months.","product year quality speakers dropped drastically. using party within 2 hours speakers volume starts dropping, not sure wether overheat dont handle well. sadly need purchase new speakers 12 months.","great speaker that fell short. product year quality speakers dropped drastically. using party within 2 hours speakers volume starts dropping, not sure wether overheat dont handle well. sadly need purchase new speakers 12 months.",3,Neutral,2021,2,8
436,speakers save lockdown,honestly the best purchase i have made since lockdown. i am talking bout the first one not the trilogy series,honestly best purchase made since lockdown. talking bout first one not trilogy series,speakers save lockdown. honestly best purchase made since lockdown. talking bout first one not trilogy series,5,Positive,2021,2,7
437,expensive sound quality at a bargain price.,"great price for such amazing sound, beautiful tight bass and super clear treble, look the part too with the blue light, only minor gripe would be that the volume knob doesn't stick out enough and it's very sensitive, one slight turn and the volume booms up, easy enough once you get used to it though, highly recommended.","great price amazing sound, beautiful tight bass super clear treble, look part blue light, minor gripe volume knob doesn't stick enough sensitive, one slight turn volume booms up, easy enough get used though, highly recommended.","expensive sound quality at a bargain price.. great price amazing sound, beautiful tight bass super clear treble, look part blue light, minor gripe volume knob doesn't stick enough sensitive, one slight turn volume booms up, easy enough get used though, highly recommended.",5,Positive,2021,2,6
438,mine were faulty,the right speaker on mine was faulty /muffled right out of the box.. all avenues for fixing it didn't work. amazon couldn't send a replacement either,right speaker mine faulty /muffled right box.. avenues fixing didn't work. amazon couldn't send replacement either,mine were faulty. right speaker mine faulty /muffled right box.. avenues fixing didn't work. amazon couldn't send replacement either,2,Negative,2021,2,6
439,fantastic sound quality for the price,i've had these connected to my pc sound blaster for quite some time now. the sound quality is extremely good for the size of speaker and the price point...nice robust design so they're able to take the accidental knock or two...the aux and headphone sockets are a handy addition...very good product for its price.,i've connected pc sound blaster quite time now. sound quality extremely good size speaker price point...nice robust design they're able take accidental knock two...the aux headphone sockets handy addition...very good product price.,fantastic sound quality for the price. i've connected pc sound blaster quite time now. sound quality extremely good size speaker price point...nice robust design they're able take accidental knock two...the aux headphone sockets handy addition...very good product price.,5,Positive,2021,2,4
