,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day
301,wow cases resonant pair e3 5 3 hours writing review sound pretty good ears not tinkering cases 1 4 mdf sound resonant knocked felt move due bass notes colours sound quite bit sort boxy boomy nonsense going upper bass lower male voice region cure opened added sound deadening mat walls well small cross braces fun opening right hand speaker glued together carefully cut back using table saw probably accomplish turning sides putting pile books stops sides vibrating port still seems set slightly high presumably get flat slight rise bass response sells prefer slight roll printing short flared extensions ports inside cabinet essence response somewhere blocked ports purchased response lengthening bit lower resonance also slightly scupper coupling amp within tda 7265 save anyone screwdriver effort get also not studio conclusion not studio quality monitors not even bothered get test gear fun sunday project buy dinky speakers get working little better pleasing work well headphones automatically switch speakers turned case resonances way human voices great conference calls bit spotify working giving 3 5 not good enough monitors colour sound much stock form not 0 fun play fixed not need monitors purchase genelec whose factory touring soon probably purchase,"wow are the cases resonant. i've had my pair of e3.5's for about 3 hours as of writing this review. they sound pretty good now...but to my ears, they didn't before tinkering.....the cases are 1/4"" mdf, sound very resonant when knocked, and could be felt to move due to bass notes. this colours the sound quite a bit with a sort of boxy boomy nonsense going in the upper bass/lower male voice region...to cure them, opened them up and added sound-deadening mat to the walls as well as a few small cross braces. fun opening the right-hand speaker is it's glued together. so carefully cut the back off using the table saw...you can probably accomplish most of this by turning them on their sides and putting a pile of books on them to stops the sides from vibrating...the port still seems set slightly high. presumably to get a flat (or slight rise in bass response as that sells). i prefer a slight roll-off, so printing short flared extensions for the ports for the inside of the cabinet. in essence, i'm after the response somewhere between blocked ports and the as purchased response. so lengthening it a bit will lower the resonance and also slightly scupper the coupling...the amp within them is a tda 7265 to save anyone screwdriver effort to get there - also not very ""studio""...in conclusion, they're not studio quality monitors at all. can't even be bothered to get out the test gear for them. but fun as a sunday project to buy dinky speakers and get them working a little better was pleasing. they work well with my headphones, which automatically switch over to the speakers when turned off. and now the case resonances are out the way of human voices will be great for conference calls and a bit of spotify while working...giving 3/5 as not good enough to be monitors, being that they colour the sound too much in stock form. but not 0, as were fun to play with and are now fixed. i didn't need monitors. if i did, then would purchase genelec whose factory i'll be touring soon (and will probably purchase some for by",wow are the cases resonant,"i've had my pair of e3.5's for about 3 hours as of writing this review. they sound pretty good now...but to my ears, they didn't before tinkering.....the cases are 1/4"" mdf, sound very resonant when knocked, and could be felt to move due to bass notes. this colours the sound quite a bit with a sort of boxy boomy nonsense going in the upper bass/lower male voice region...to cure them, opened them up and added sound-deadening mat to the walls as well as a few small cross braces. fun opening the right-hand speaker is it's glued together. so carefully cut the back off using the table saw...you can probably accomplish most of this by turning them on their sides and putting a pile of books on them to stops the sides from vibrating...the port still seems set slightly high. presumably to get a flat (or slight rise in bass response as that sells). i prefer a slight roll-off, so printing short flared extensions for the ports for the inside of the cabinet. in essence, i'm after the response somewhere between blocked ports and the as purchased response. so lengthening it a bit will lower the resonance and also slightly scupper the coupling...the amp within them is a tda 7265 to save anyone screwdriver effort to get there - also not very ""studio""...in conclusion, they're not studio quality monitors at all. can't even be bothered to get out the test gear for them. but fun as a sunday project to buy dinky speakers and get them working a little better was pleasing. they work well with my headphones, which automatically switch over to the speakers when turned off. and now the case resonances are out the way of human voices will be great for conference calls and a bit of spotify while working...giving 3/5 as not good enough to be monitors, being that they colour the sound too much in stock form. but not 0, as were fun to play with and are now fixed. i didn't need monitors. if i did, then would purchase genelec whose factory i'll be touring soon (and will probably purchase some for by",2,Negative,2021,10,10
302,pleasantly surprised needed small studio monitor connect bluetooth devices tv desktop computer 3 amazing device easy set bluetooth excellent sound quality amazing not recommend large space place 1 bed apartment volume amazing place house look tiny highly recommend anyone hisss sound happens input plugged not happen bluetooth,"pleasantly surprised. i needed a small studio monitor that i could connect my bluetooth devices, my tv and my desktop computer. this does all 3. it is an amazing device. easy to set up. the bluetooth is excellent. the sound quality is just so amazing. i would not recommend for a large space, my place is a 1 bed apartment so the volume is amazing for my place but for a house it will look tiny. i would highly recommend to anyone. the hisss sound only happens when you have an input plugged in, it does not happen on bluetooth only.",pleasantly surprised,"i needed a small studio monitor that i could connect my bluetooth devices, my tv and my desktop computer. this does all 3. it is an amazing device. easy to set up. the bluetooth is excellent. the sound quality is just so amazing. i would not recommend for a large space, my place is a 1 bed apartment so the volume is amazing for my place but for a house it will look tiny. i would highly recommend to anyone. the hisss sound only happens when you have an input plugged in, it does not happen on bluetooth only.",5,Positive,2021,10,9
303,powerfull small powerful,powerfull. small but powerful,powerfull,small but powerful,5,Positive,2021,10,6
304,great price great price,great for the price. great for the price,great for the price,great for the price,5,Positive,2021,10,4
305,surpassed expectations great small speaker system bluetooth perfect choice clutter free operation,"surpassed expectations,. great small speaker system, bluetooth was the perfect choice for clutter free operation.","surpassed expectations,","great small speaker system, bluetooth was the perfect choice for clutter free operation.",5,Positive,2021,10,3
306,static sound static sound speakers tried multiple wires changed nothing common problem seems,static sound.. static sound from speakers. tried multiple wires and it changed nothing. common problem it seems.,static sound.,static sound from speakers. tried multiple wires and it changed nothing. common problem it seems.,1,Negative,2021,10,1
307,decent quality money useful general music also use home studio speakers pick frequencies pretty well,decent quality for the money. useful for general music and also i use them as home studio speakers - pick up most frequencies pretty well,decent quality for the money,useful for general music and also i use them as home studio speakers - pick up most frequencies pretty well,5,Positive,2021,10,1
308,awesome awesome,awesome. awesome,awesome,awesome,5,Positive,2021,9,27
309,best desktop speakers use desktop speakers bluetooth mode easy pair adjust treble bass tune preference price happy,"best desktop speakers i have had. i use it as my desktop speakers on bluetooth mode. very easy to pair up. and can adjust treble and bass so can tune it to your preference. for the price, i am very happy.",best desktop speakers i have had,"i use it as my desktop speakers on bluetooth mode. very easy to pair up. and can adjust treble and bass so can tune it to your preference. for the price, i am very happy.",5,Positive,2021,9,25
310,money amazing try amazing trying get decent pc speakers ages managed get decent headphones akg k612 pro never decent speakers last set upgraded creative gigaworks t40 series ii 2 0 ok not cheap guess dropped idea pc speakers long ago putting ok creative labs effort not get started eu power saving garbage getting habit perma wearing headphones finally decided check studio monitors reluctantly seen price pull trigger pair yamaha hs5 saw review compared presonus e3 5 well circa 25 price yamaha not take much convincing presonus arrived 2 hours ago not going back not believe less price creative labs efforts bought last year mostly listen classical binge watch streaming services seems really suit type monitors much like reference headphones mentioned earlier no sound guru sound perfect looks yes plain matt black well want hear not see no rgb shame accessories come power lead no separate power brick thankfully cables mini jack mini jack mini jack left right phono speaker wire get people running also acoustic pads stick base side mine side screen desk well doubts reading reviews watching youtube reviews not unless happy pull trigger yamaha hs5 look no certainly recommending friends colleagues p not go sleep drop hat like creative speakers no missing reminders,".....for the money they are amazing. i'll try that again, 'they are amazing'.. have been trying to get decent pc speakers for ages, have managed to get decent headphones (akg k612 pro), but never decent speakers. the last set i ""upgraded"" to were creative gigaworks t40 series ii (2.0), and they were ""ok"", and not cheap. i guess i should have dropped the idea of ""pc speakers"" long ago...so, after putting up with the ""ok"" creative labs effort (don't get me started on the eu power saving garbage), and getting into the habit of perma-wearing headphones. i finally decided to check out 'studio monitors' and was about to 'reluctantly' (have you seen the price) pull the trigger on a pair of yamaha hs5's when i saw a review of those compared to the presonus e3.5...well at circa a 25% of the price of the yamaha's, i didn't take much convincing. the presonus arrived about 2 hours ago and they will not be going back. i just can't believe that they were less than the price of the creative labs 'efforts' i bought last year...mostly i listen to classical and binge watch streaming services, which seems to really suit these type of monitors, much like the reference headphones i mentioned earlier...i'm no sound guru, but to me they sound 'perfect'. as for the looks, yes they are plain matt black, well i want to hear them not see them, and no rgb, shame ;-)..as for accessories, they come with a power lead (no separate power brick, thankfully) and cables (mini jack to mini jack, mini jack to left/right phono, and some speaker wire) that will get most people up and running, also some acoustic pads to stick to the base or side...mine are on their side under the screen on my desk, and..well if you have any doubts after reading other reviews or watching youtube reviews, don't. unless your happy to pull the trigger on those yamaha hs5's i'd look no further than here...i'll certainly be recommending these to friends and colleagues...p.s. ...and they don't go to sleep at the drop of a hat like the creative speakers do, so no more missing reminders.",".....for the money they are amazing. i'll try that again, 'they are amazing'.","have been trying to get decent pc speakers for ages, have managed to get decent headphones (akg k612 pro), but never decent speakers. the last set i ""upgraded"" to were creative gigaworks t40 series ii (2.0), and they were ""ok"", and not cheap. i guess i should have dropped the idea of ""pc speakers"" long ago...so, after putting up with the ""ok"" creative labs effort (don't get me started on the eu power saving garbage), and getting into the habit of perma-wearing headphones. i finally decided to check out 'studio monitors' and was about to 'reluctantly' (have you seen the price) pull the trigger on a pair of yamaha hs5's when i saw a review of those compared to the presonus e3.5...well at circa a 25% of the price of the yamaha's, i didn't take much convincing. the presonus arrived about 2 hours ago and they will not be going back. i just can't believe that they were less than the price of the creative labs 'efforts' i bought last year...mostly i listen to classical and binge watch streaming services, which seems to really suit these type of monitors, much like the reference headphones i mentioned earlier...i'm no sound guru, but to me they sound 'perfect'. as for the looks, yes they are plain matt black, well i want to hear them not see them, and no rgb, shame ;-)..as for accessories, they come with a power lead (no separate power brick, thankfully) and cables (mini jack to mini jack, mini jack to left/right phono, and some speaker wire) that will get most people up and running, also some acoustic pads to stick to the base or side...mine are on their side under the screen on my desk, and..well if you have any doubts after reading other reviews or watching youtube reviews, don't. unless your happy to pull the trigger on those yamaha hs5's i'd look no further than here...i'll certainly be recommending these to friends and colleagues...p.s. ...and they don't go to sleep at the drop of a hat like the creative speakers do, so no more missing reminders.",5,Positive,2021,9,25
311,presonus eris e3 5 multimedia speakers get lot money lovely speakers nice small excellent build quality volume knob bigger otherwise superb,"presonus eris e3.5 multimedia speakers. you get a lot for your money. lovely speakers, nice and small, excellent build quality. volume knob could be bigger, but otherwise, superb",presonus eris e3.5 multimedia speakers,"you get a lot for your money. lovely speakers, nice and small, excellent build quality. volume knob could be bigger, but otherwise, superb",5,Positive,2021,9,25
312,honestly one best purchases year turned overwhelmed sound quality accuracy volume punchiness sound exactly expected use room 3x3m beyond anything else tried audio mixing add sub definitely help fill lows cannot reach hobby listening pc speakers enough fantastic price point,"honestly one of my best purchases of the year. these turned up and i was overwhelmed by the sound quality and accuracy, volume and punchiness of the sound was exactly as expected and for my use in a room about 3x3m they are above and beyond anything else i have tried..for audio mixing an add in sub would definitely help fill in the lows that these cannot reach but for any hobby listening or as pc speakers as i have them they are more than enough and at a fantastic price point",honestly one of my best purchases of the year,"these turned up and i was overwhelmed by the sound quality and accuracy, volume and punchiness of the sound was exactly as expected and for my use in a room about 3x3m they are above and beyond anything else i have tried..for audio mixing an add in sub would definitely help fill in the lows that these cannot reach but for any hobby listening or as pc speakers as i have them they are more than enough and at a fantastic price point",5,Positive,2021,9,23
313,sound great korg nautilus synth nicely made came sticky pads good response across ranges let no trs leads buy hence 4,"sound great with korg nautilus synth. nicely made, came with sticky pads ! good response across all ranges !! let down by no trs leads ! which i have now had to buy ! hence only 4 *",sound great with korg nautilus synth,"nicely made, came with sticky pads ! good response across all ranges !! let down by no trs leads ! which i have now had to buy ! hence only 4 *",4,Positive,2021,9,18
314,sound quality sound not best levels not equalised better price paid,sound quality. sound was not the best. the levels were not equalised..could be better for the price paid.,sound quality,sound was not the best. the levels were not equalised..could be better for the price paid.,4,Positive,2021,9,17
315,best small monitors love love price love sound perfect small studio room enough punch range work,"the best small monitors out there. love these, love the price, love the sound. perfect for my small studio room with enough punch and range to work with",the best small monitors out there,"love these, love the price, love the sound. perfect for my small studio room with enough punch and range to work with",5,Positive,2021,9,16
316,huge step regular speakers always feels like cinema not found anything dislike product,"it's a huge step up from regular speakers, it always feels like i'm in a cinema. i haven't found anything i dislike about this product.","it's a huge step up from regular speakers, it always feels like i'm in a cinema",i haven't found anything i dislike about this product.,5,Positive,2021,9,16
317,worth money r great quality worth money,they're worth the money. they'r great quality and they're worth the money,they're worth the money,they'r great quality and they're worth the money,5,Positive,2021,9,15
318,good starting set budding musician not bad starting set speakers home studio use focusrite playing ezbass ezdrummer bias fx2 putney stl tonality seem good,"good starting set for any budding musician.. not bad as a starting set of speakers for a home studio, i use these with my focusrite playing ezbass ezdrummer and bias fx2 and will putney stl tonality , all seem to be good ...",good starting set for any budding musician.,"not bad as a starting set of speakers for a home studio, i use these with my focusrite playing ezbass ezdrummer and bias fx2 and will putney stl tonality , all seem to be good ...",5,Positive,2021,9,14
319,excellent sound work broadcast post production speakers excellent price purchased work home kit not able tell difference speakers multiple hundreds pounds speakers work speakers come phono 3 5mm jack 3 5mm 3 5mm cables,excellent sound. i work in broadcast - post production. these speakers are excellent for the price. i've purchased for my work from home kit. i wouldn't be able to tell the difference between these speakers and the multiple of hundreds of pounds speakers at my work...speakers come with phono to 3.5mm jack and 3.5mm to 3.5mm cables.,excellent sound,i work in broadcast - post production. these speakers are excellent for the price. i've purchased for my work from home kit. i wouldn't be able to tell the difference between these speakers and the multiple of hundreds of pounds speakers at my work...speakers come with phono to 3.5mm jack and 3.5mm to 3.5mm cables.,5,Positive,2021,9,12
320,mmmm hummm overall pretty accurate sound no peaks great budget monitor pc speakers except hum humming heard playing quiet music got used play music bit louder seems cover hum stays low volume,"mmmm or should that be hummm?. overall a pretty accurate sound with no peaks, so great budget monitor pc speakers.....except for the hum. the humming can be heard when playing quiet music. i have got used to it and play music a bit louder which seems to cover the hum as it stays at the same low volume.",mmmm or should that be hummm?,"overall a pretty accurate sound with no peaks, so great budget monitor pc speakers.....except for the hum. the humming can be heard when playing quiet music. i have got used to it and play music a bit louder which seems to cover the hum as it stays at the same low volume.",4,Positive,2021,9,12
321,not studio monitor anywhere close pretty good speakers money not anyway shape form studio monitors preposterous marketing hype presonus thoroughly ashamed not least know perfectly well make studio grade gear not concern people thinking realistically spend less hundred quid get kind flat uncoloured sound real studio monitor deliver get realistically talking hundreds pounds per speaker decent home studio set thousands pounds per speaker professional studio set without considering room acoustic treatment etc reality check said decent speakers not monitors speakers enjoy not pretending trying mix b headphones car stereo earbuds etc learn,"not a studio monitor or anywhere close, but . . .. these are pretty good speakers for the money. but they are not in anyway shape or form ""studio monitors"" - that is just preposterous marketing hype and presonus should be thoroughly ashamed of themselves, not least because they know perfectly well how to make studio grade gear. these are not that...my concern is for people thinking they can realistically spend less than a hundred quid and get the kind of flat uncoloured sound a real studio monitor would deliver, but to get that, you're realistically talking about hundreds of pounds per speaker for a decent home studio set up and thousands of pounds per speaker for a professional studio set up. and that's without considering room acoustic treatment etc. just a reality check. all that said, these are decent speakers - not monitors - speakers. enjoy them for what they are, not what they're pretending to be. and if you're trying to mix on them, just a/b with headphones, car stereo, earbuds etc, so you learn them.","not a studio monitor or anywhere close, but . . .","these are pretty good speakers for the money. but they are not in anyway shape or form ""studio monitors"" - that is just preposterous marketing hype and presonus should be thoroughly ashamed of themselves, not least because they know perfectly well how to make studio grade gear. these are not that...my concern is for people thinking they can realistically spend less than a hundred quid and get the kind of flat uncoloured sound a real studio monitor would deliver, but to get that, you're realistically talking about hundreds of pounds per speaker for a decent home studio set up and thousands of pounds per speaker for a professional studio set up. and that's without considering room acoustic treatment etc. just a reality check. all that said, these are decent speakers - not monitors - speakers. enjoy them for what they are, not what they're pretending to be. and if you're trying to mix on them, just a/b with headphones, car stereo, earbuds etc, so you learn them.",4,Positive,2021,9,10
322,great monitors love eris 3 5 already eris e5 wanted monitors compliment also added presonus sub 8 subwoofer routed presonus monitor station v2 thrilled clarity depth set gives record mix vocal tracks needed hear various frequencies clearly achieved highly recommend product independant writer producer mainly worked large rooms home set composition ideas since pandemic decided upgrade room new soundcraft digital desk new imac 88 key nektar lx88 controller keyboard next phase monitors eris 3 5 completed upgrade happy 3 5 affordable well made fantastic flat response perfect creators level great starting point home studio monitoring,"these are great monitors.. i love the eris 3.5’s, i already own the eris e5’s and wanted monitors that would compliment them, i also added the presonus sub 8 subwoofer and routed them all through my presonus monitor station v2. i am thrilled at the clarity and depth this set up gives me. we record & mix vocal tracks and needed to hear the various frequencies clearly, this has been achieved. i highly recommend this product...i am an independant writer producer who mainly worked in large rooms, my home set up was for composition and ideas, since the pandemic we decided to upgrade our room with a new soundcraft digital desk, new imac and an 88 key nektar lx88 controller keyboard, the next phase was monitors. the eris 3.5’s completed our upgrade and we are now very happy, the 3.5’s are affordable and well made with a fantastic flat response, perfect for creators of any level and a great starting point for home studio monitoring.",these are great monitors.,"i love the eris 3.5’s, i already own the eris e5’s and wanted monitors that would compliment them, i also added the presonus sub 8 subwoofer and routed them all through my presonus monitor station v2. i am thrilled at the clarity and depth this set up gives me. we record & mix vocal tracks and needed to hear the various frequencies clearly, this has been achieved. i highly recommend this product...i am an independant writer producer who mainly worked in large rooms, my home set up was for composition and ideas, since the pandemic we decided to upgrade our room with a new soundcraft digital desk, new imac and an 88 key nektar lx88 controller keyboard, the next phase was monitors. the eris 3.5’s completed our upgrade and we are now very happy, the 3.5’s are affordable and well made with a fantastic flat response, perfect for creators of any level and a great starting point for home studio monitoring.",5,Positive,2021,9,9
323,1 happy teenager sound incredible,1 happy teenager. sound incredible,1 happy teenager,sound incredible,5,Positive,2021,9,8
324,great sound quality price much costs sound quality great also comes studio one daw get register speakers,great sound quality for the price. for how much it costs the sound quality is great and it also comes with studio one which is a daw you can get when you register the speakers,great sound quality for the price,for how much it costs the sound quality is great and it also comes with studio one which is a daw you can get when you register the speakers,5,Positive,2021,9,7
325,excellent stereo image didn expect much plugged amazed good sound stereo image excellent wide sweet spot even limited space monitors corner eq adjustment perform perfectly needs well made product great price excellent sound quality,"excellent stereo image. i didn’t expect much, but once plugged in i was amazed how good the sound is. the stereo image is excellent with a wide sweet spot, and even with limited space and the monitors both in a corner, with the eq adjustment, they perform perfectly for my needs. all in all, a well made product at a great price and excellent sound quality.",excellent stereo image,"i didn’t expect much, but once plugged in i was amazed how good the sound is. the stereo image is excellent with a wide sweet spot, and even with limited space and the monitors both in a corner, with the eq adjustment, they perform perfectly for my needs. all in all, a well made product at a great price and excellent sound quality.",5,Positive,2021,9,6
326,sounds pretty good using producing sound film video far good happy purchase,"sounds pretty good. using those while producing sound for film and video and so far so good, happy with the purchase",sounds pretty good,"using those while producing sound for film and video and so far so good, happy with the purchase",4,Positive,2021,8,31
327,sounds amazing small speakers sound good totally worth money first speakers love recommend guys,"sounds amazing. these are small speakers but they sound so good! totally worth the money. they are my very first speakers, i love them. i recommend it guys.",sounds amazing,"these are small speakers but they sound so good! totally worth the money. they are my very first speakers, i love them. i recommend it guys.",4,Positive,2021,8,29
328,sick great purchase great casual joke recording far,sick. great purchase. great for casual joke recording so far,sick,great purchase. great for casual joke recording so far,5,Positive,2021,8,29
329,great perfect small home set make demos record mix master elsewhere perfect,great. perfect for my small home set up. i only make demos and record/ mix / master elsewhere so these are perfect.,great,perfect for my small home set up. i only make demos and record/ mix / master elsewhere so these are perfect.,5,Positive,2021,8,23
330,great guitar know great clear unbiased sound looking,"great for the guitar. if you know what these are for they are great, clear unbiased sound, just what i was looking for",great for the guitar,"if you know what these are for they are great, clear unbiased sound, just what i was looking for",5,Positive,2021,8,23
331,anyone struggling decide speakers get bedroom production artist best budget speakers definitely worth extra money 4 5s vs 3 5s,⭐️⭐️⭐️⭐️⭐️. if anyone’s struggling to decide what speakers to get themselves and are a bedroom production artist then these are the best budget speakers and definitely worth the extra money for the 4.5s vs. the 3.5s!,⭐️⭐️⭐️⭐️⭐️,if anyone’s struggling to decide what speakers to get themselves and are a bedroom production artist then these are the best budget speakers and definitely worth the extra money for the 4.5s vs. the 3.5s!,5,Positive,2021,8,23
332,excellent excellent,excellent. excellent,excellent,excellent,5,Positive,2021,8,22
333,great sound value don worry hiss hum bit worried purchasing quite reviews complaining mains hum hiss report hear hiss put ear speaker get active speakers get mild buzzing sound left one connected bluetooth minor nothing worry fussy majority bad reviews think relating older version presonus seem addressed problem quite well newer version important thing sound think sound fantastic money called audiophile last 45 years spent way money passive speakers don sound good regarding sound using listening music not mixing production near field monitors means sit feet away get best sound fill rooms not problem best sound found sit close designed uses studio sound not emphasised get pretty flat frequency response speakers poor recordings sound poor great recordings sound great really happy,"great sound and value. don’t worry about hiss or hum.. i was a bit worried about purchasing these as there are quite a few reviews complaining about mains hum and hiss. i can report that you can hear a hiss only if you put your ear up to the speaker, that you will get with all active speakers, you get a mild buzzing sound from the left one when you are connected with bluetooth. these are both very minor and nothing to worry about (i am very fussy). the majority of bad reviews i think are relating to the older version of these. presonus seem to have addressed the problem quite well with this newer version..the most important thing is the sound and i think that these sound fantastic for the money. i have been a so called audiophile for the last 45 years and i have spent way more money than this on passive speakers that don’t sound as good..regarding the sound, i am using these for listening to music not for mixing or production. these are near field monitors which means that you sit only a few feet away from them to get the best sound, they will fill most rooms not a problem but the best sound is found when you sit close to them..because these are designed to be uses in a studio the sound is not emphasised at all, you get a pretty flat frequency response. with these speakers poor recordings sound poor and great recordings sound great. all in all i am really happy with these.",great sound and value. don’t worry about hiss or hum.,"i was a bit worried about purchasing these as there are quite a few reviews complaining about mains hum and hiss. i can report that you can hear a hiss only if you put your ear up to the speaker, that you will get with all active speakers, you get a mild buzzing sound from the left one when you are connected with bluetooth. these are both very minor and nothing to worry about (i am very fussy). the majority of bad reviews i think are relating to the older version of these. presonus seem to have addressed the problem quite well with this newer version..the most important thing is the sound and i think that these sound fantastic for the money. i have been a so called audiophile for the last 45 years and i have spent way more money than this on passive speakers that don’t sound as good..regarding the sound, i am using these for listening to music not for mixing or production. these are near field monitors which means that you sit only a few feet away from them to get the best sound, they will fill most rooms not a problem but the best sound is found when you sit close to them..because these are designed to be uses in a studio the sound is not emphasised at all, you get a pretty flat frequency response. with these speakers poor recordings sound poor and great recordings sound great. all in all i am really happy with these.",5,Positive,2021,8,20
334,top class sound perfect better imagined used synth couldn happier quality speakers good value money,top class. sound is perfect and better than i imagined. used on my synth and i couldn’t be happier with the quality of these speakers. good value for money,top class,sound is perfect and better than i imagined. used on my synth and i couldn’t be happier with the quality of these speakers. good value for money,5,Positive,2021,8,19
335,good quality product positives amazing product warm sound quality decent sized cone ample requirements music production tested playing back cd sound quality rich totally satisfied,"good quality product. all positives for this amazing product, warm sound quality for this decent sized cone and ample for my requirements for music production. have tested playing back a cd, the sound quality is rich. totally satisfied.",good quality product,"all positives for this amazing product, warm sound quality for this decent sized cone and ample for my requirements for music production. have tested playing back a cd, the sound quality is rich. totally satisfied.",5,Positive,2021,8,18
336,excellent speakers money pay get speakers blown away good build quality well built feel high quality also look great not complain set set breeze plugged audio interface power outlet wall good go sound quality sound quality amazing pay clear not break high volumes great gaming music production video production casual listening music overall final comment speakers amazing buying alot presonus recently must say not let presonus proven not spend ridiculously large amount money high end good quality product,"excellent speakers. for the money you pay to get these speakers, i'm blown away by just how good they are...build quality..well built and feel high quality. they also look great. can't complain..set up..set up was a breeze. plugged them into my audio interface and a power outlet on my wall and they were good to go...sound quality..sound quality is amazing for what you pay. it's clear and doesn't break up on high volumes. these are great for gaming, music production, video production and casual listening to music...overall final comment..these speakers are just amazing. i've been buying alot from presonus recently and i must say they've not let me down. once again, presonus have proven you don't have to spend a ridiculously large amount of money for a high end good quality product.",excellent speakers,"for the money you pay to get these speakers, i'm blown away by just how good they are...build quality..well built and feel high quality. they also look great. can't complain..set up..set up was a breeze. plugged them into my audio interface and a power outlet on my wall and they were good to go...sound quality..sound quality is amazing for what you pay. it's clear and doesn't break up on high volumes. these are great for gaming, music production, video production and casual listening to music...overall final comment..these speakers are just amazing. i've been buying alot from presonus recently and i must say they've not let me down. once again, presonus have proven you don't have to spend a ridiculously large amount of money for a high end good quality product.",5,Positive,2021,8,18
337,bass response nonexistent like speakers mixing small setup laptop keyboard controller speakers give really good idea balancing levels really difficult balance bass instruments virtually no bass response switch headphones trying eq bass instrument difficult speakers better bass response give 10 10 product mid treble stereo image accurate though still glad got speakers though,"bass response is nonexistent. i like these speakers for mixing- i have a small setup (laptop, keyboard controller and the speakers). they give you a really good idea of balancing levels but- it's really difficult to balance bass instruments as there is virtually no bass response. i have to switch to headphones to do that. trying to eq a bass instrument is very difficult on these speakers. if they had a better bass response then i would give 10/10 for this product. the mid, treble and stereo image are very accurate though. i'm still glad i got these speakers though.",bass response is nonexistent,"i like these speakers for mixing- i have a small setup (laptop, keyboard controller and the speakers). they give you a really good idea of balancing levels but- it's really difficult to balance bass instruments as there is virtually no bass response. i have to switch to headphones to do that. trying to eq a bass instrument is very difficult on these speakers. if they had a better bass response then i would give 10/10 for this product. the mid, treble and stereo image are very accurate though. i'm still glad i got these speakers though.",3,Neutral,2021,8,16
338,sound great 3 5 bit smaller thought sound really good definitely worth money,sound great. the 3.5 are a bit smaller than i thought but they sound really good. definitely worth the money.,sound great,the 3.5 are a bit smaller than i thought but they sound really good. definitely worth the money.,5,Positive,2021,8,15
339,broken right speakers good thanks,broken right speakers. good thanks,broken right speakers,good thanks,3,Neutral,2021,8,14
340,sounds great bluetooth real plus sound great far using monitors mixing home recordings also listening music bluetooth connection really handy means play music different devices without plug good value overall highly recommend home use,"sounds great, bluetooth a real plus. the sound is great so far. using as monitors for mixing home recordings and also for listening to music. the bluetooth connection is really handy as means i can play music from different devices without having to plug in. good value overall, would highly recommend for home use.","sounds great, bluetooth a real plus","the sound is great so far. using as monitors for mixing home recordings and also for listening to music. the bluetooth connection is really handy as means i can play music from different devices without having to plug in. good value overall, would highly recommend for home use.",4,Positive,2021,8,14
341,great sound poor legacy bluetooth connectivity despite cheap feeling plastic case actually produce pleasing sound deep detailed enough use desk sure bluetooth paired instantly 2021 macbook air played flawlessly however bought sit either side 2012 imac running os 10 11 6 forget spotify refused accept anything play native mac sound source stuttering distorted unfortunately return end ditching old tech certainly buy,"great sound, poor legacy bluetooth connectivity. despite the cheap feeling plastic case these actually produce a very pleasing sound. deep and detailed enough for use on a desk for sure...bluetooth paired up instantly with 2021 macbook air and played flawlessly. however, i bought them to sit either side of a 2012 imac running os 10.11.6. forget it. spotify refused to accept there was anything to play through, and any native mac sound source was stuttering and distorted...unfortunately have had to return. if i end up ditching the old tech i'd certainly buy them again.","great sound, poor legacy bluetooth connectivity","despite the cheap feeling plastic case these actually produce a very pleasing sound. deep and detailed enough for use on a desk for sure...bluetooth paired up instantly with 2021 macbook air and played flawlessly. however, i bought them to sit either side of a 2012 imac running os 10.11.6. forget it. spotify refused to accept there was anything to play through, and any native mac sound source was stuttering and distorted...unfortunately have had to return. if i end up ditching the old tech i'd certainly buy them again.",3,Neutral,2021,8,10
342,broke 23 months ordered 31 august 2019 non functional 8 august 2021 seriously easy life expect replacements not presonus working ok not good mackies still ok bust,"broke after 23 months. ordered them on the 31 august 2019, non-functional on 8 august 2021. these have had a seriously easy life - i expect more from them. their replacements will not be presonus..when they were working they were ok, not as good as my mackies but still ok. but now they're bust",broke after 23 months,"ordered them on the 31 august 2019, non-functional on 8 august 2021. these have had a seriously easy life - i expect more from them. their replacements will not be presonus..when they were working they were ok, not as good as my mackies but still ok. but now they're bust",1,Negative,2021,8,8
