,Title,Rating,Content
363,Ideal for home studio,5,Just the job for my home recording set up.
364,Excellent mid price monitors.,5,"Okay, I'll be honest here, these 4.5"" are my first pair of studio monitors so my remarks need to be taken in that context.

In short, I like them, I went through loads of reviews and canvassed quite a few experienced home studio owners and these speakers were generally well regarded, as were their' smaller siblings the ERIS 3.5"". In use, I find them really good, they are certainly loud enough to be heard and articulate enough so that you can hear every nuance of sound. To date and taking my lack"
365,Great value for money,5,"Speakers were delivered promptly (although just left outside outside my house where anybody could have taken them).

That being said for someone like myself who's only recently decided to invest more in music production, I must say the sound quality, build quality and overall value for money are all excellent and I'd recommend these speakers to anyone."
366,Compact size good sound,5,Nice and compact for the small area going into. Probably not the best for critical listening but I just needed something to give my ears a rest from headphones when just putting radio show together. Good for the price and seem well made.
367,Great for the price.,4,"Overall good monitors, think I've just been unlucky and received a set with a dodgy on/off switch."
368,Great product,5,These speakers in analogue mode are the best sounding speakers on the market. Whether it be 78 rpm 45 rpm 33 rpm or cd rips. They are exceptional in digital mode.
369,Awesome,5,"Quite nice, expected bigger monitor but they're fine for producing beats and music in general. Also for some mixing work they're the best for this price"
370,Sound great hooked up to pc.,5,"Hooked them up to my pc after discovering my Samsung monitor didn't have speakers!
Sound fantastic and plenty of bass to them.
Would love a redesign of the volume knob as it's a little too small and recessed for ease of adjustment."
371,All this for £80.. And some folks aren't happy??,5,"Although I've only used them for a couple of hours, they've blown me away for the clarity and detail these little speakers give. Versatile, fun, easy to connect to a variety of sources. Perfect for the small studio or for adding some oomph to gaming or listening to music in a small room. Just buy them. Really! You can thank me later."
372,My experience with these speakers,5,"Awesome set of speakers, before I bought it, I did a good bit of reading reviews, googling & checking out YouTube. I had my concerns of course, but thankfully these speakers met my needs and there is no hum or white noises from them for me and I enjoy the sound quality delivered by the speakers, even the bass sounds rich & amazing to me. I have my TV & Pc via a sound card hooked upto these speakers. Only thing I wish is that there was a sleep/timer power off mode for these speakers for those tim"
373,Accurate on the highs not so on the bass,4,"These are pretty good at this price.

They are particularly accurate and detailed in the high frequencies with good stereo definition. The bass is a different matter, however, revealing a very distinctive frequency bump at 150hz...so it'll sound artificially 'boomy' without the subs (obviously not much sub-100hz given the small size of the speakers). Rolling off the bass on the controls helps a little bit but the 150hz peak remains.

Used for mixing, I think these are good for a three-four hour "
374,"Great price, great sound",5,You won't get better and more versatile speakers for anywhere near this price
375,Best budget studio monitors ever!!!!,5,Absolutely crazy sound on these no matter the input everyone else's reviews are lying if they say it's bad because I hear no hum at all there crisp even if you do nothing with the tone or the bass the sound is still very clear and crisp.
376,Fit for purpose,5,Works great!!
377,Good buy,4,"Good buy, good sound for basic speakers good for playback and monitoring, feedback minimal"
378,Just about average,3,"Using with the presonus audiobox 96, sound is of average standard, speakers are smaller than expected."
379,Used for digital synthesizer,4,"Not using for gaming, so adapter was wrong size. Correct one now fitted, sound clear and ok, nice size speakers, came well wrapped, but polystyrene which I dislike. Other than that, great speakers."
380,Really good for money,5,Great all round
381,Happy,4,"For the price good small active speakers, reasonable sound reproduction"
382,Superb speaker great value for money,5,Bought these to use with my Focusrite Scarlett 2i2 and my MacBook for monitoring music recording. I am delighted with the sound quality. I saw mention of hum or sound interference. I have to say that this is not an issue for me. I think these speakers are incredible value for money.
383,Excellent small studio speakers,5,Really excellent little speakers. Good sound quality. The volume and headphone input on the front are particularly useful. Exactly what I needed for my small home studio and they did n’t break the bank !! Very pleased with them 👍
384,Great studio monitors,5,Great clarity and quality
385,The best speakers I have ever owned,5,
386,Outstanding for the price.,5,"Presonus really show off why they are the last word in professional audio with these speakers.

The audio from these speakers is sharp and accurate, all the way down the the advertised 30Hz cutoff. Yet despite this they still provide a comfortable listening experience when being used for non professional tasks.

The speakers are able to push an impressive volume for there small size, however they are still monitors, don't expect them to fill a large room with sound. The amplifier's are very quie"
387,Worth every penny,5,Great sounding speaker for the price
388,Can't go wrong with thease,3,Surprisingly Lound for the size easy to pair with bloototh.comes with all sort of cables u need and u get entry level Studio one 5 software if u getting thease for monitoring your records u won't be decapitated for the price
389,Great quality sound for the price and size,5,"I bought these to replace some active computer speakers that had stopped working and to help me with a recording project. For the price pont on the size of the speakers (3.5 inch main speaker cone), they deliver excellent sound quality with very good clarity and separation. Perfect for the job."
390,Superb sound system,4,Superb! High sound clarity. Value for money!!!
391,"For something so small, they fill your room with quality sound.",5,"Presonus fits really well in my bedroom. I’ve fitted them either side of my chimney breast for true stereo and they sound amazing even without a subwoofer.

I highly recommend them."
392,Great little speakers,5,"I've had these about 3 weeks and pleased with then. I bought them to use with my laptop running cubase, and for gaming and for the family to use. I use them wired when using cubase as the audio comes out via a steinberg ur242 usb audio interface and so use phono leads to take the audio from the ur242. When gaming I use them via bluetooth and the family have paired their phones so they can play their tunes. The speakers were playing within 2 minutes of unboxing, no issues at all. It's handy havin"
393,Great value,5,Excellent so far - very good even at low volume
394,Small but pack a punch.,5,"Very clear sounding monitors for the money. They are really small, but pack a punch for their size. You will need stands to get it to the right level for your ears. I also own the KRKs which a lot more than expensive to buy buying just one monitors. You can't go wrong with these, I would recommend the 4.5 if your have large room."
395,Nice pair,5,"I’m no sound engineer, but these are a great pair of studio monitors. Good sound quality, clear and crisp. They do the job when it comes to music production and are great value for money."
396,Excellent speakers,5,I play my electric guitars through these and I am impressed on the pure sound. Although they are small they can pack a punch without distorting. Would highly recommend
397,Great Value For Money,5,"Pros
Beautiful compact design.
Reproduces sound accurately.
Larger than average tweeter and woofer.
Low price.
Durable enough for constant daily production use.

Cons
If you use the unbalanced RCA jacks, the sound is better when also using an audio interface.
To get a heavier bass sound, you need to add a subwoofer."
398,Brilliant sound,5,"For the money, these are fantastic and will be ordering another post for downstairs."
399,Great value,5,"Great sound quality, great value"
400,Great little speakers for the money,5,"Excellent speakers for the money, Lovely detailing. Ideal for home studio.
These are not designed for heavy bass, but that's the point, there more designed for detailing your mix. Don't get me wrong, they have enough bass response to work with though.
Highly recommended...."
401,Great sound,5,"for the cost I was a little dubious, but these speakers, which are hooked up to the turntable in my study sound great and have transformed my pleasure of listening to my vinyl while I work."
402,WOW,5,"My first set of ""studio monitors"" and WOW the quality, volume, bass are all just incredible! No matter what volume you use these at (though honestly anything over half id deafening!) they sound so clear and crisp. Worth every penny!"
403,Uncontrolled Bass,3,"I don’t normally review anything but thought it would help others. I used to work in the Hi Fi industry running a hi fi shop for many years and have a very nice setup in my lounge, so know a thing or two about Audio

Having looked online at many reviews you often purchase on the many recommendations, this is never a good idea but perhaps sometimes necessary, So I purchased the PreSonus Eris E3.5 and set them up and ran them in.
I was presented with a sound that is so uncontrolled in the low freq"
404,"sound great, look great for the price",5,It's hard to beat these for the price. Sit them on some isolation foam pads and they are even better. Work well for amateur music producing and mixing. Small but effective monitors.
405,Good sound cheap for music producer,5,Cheap and good sound for the price
406,Excellent Addition to my home studio,5,"Recommended by someone who knows speakers , for less than £90 I am delighted by the sound and build."
407,Good,5,"Use these to monitor my Yamaha MX88 keyboard for home use. Just right but if you want LOUD then these will not be suitable. Not really loud enough to monitor recording from a DAW.
They do what they say on the tin and excellent value for the money"
408,Great sound quality,5,Great product
409,Good for music production,5,Good for the price for music production so far so good
410,Very good speakers,5,"Working great for playing music and gaming on my desk, and they aren't that large which is ideal for the location I had to place them."
411,great speakers at a great price,5,"I bought these speakers for my son, and we already have single popular braded speakers at a similar price but needed to have the facility to hear the music differently . I was really impressed by the depth of the base and the qukaity of sound that when compared with our current speaker there was no distortion nor tinny effect., Were really happy with these . To note all of us will have certain sound preferences and experience sound differently"
412,Good quality,5,sounds so good with my sarato decks
413,Fantastic,5,"speakers are amazing, look amazing, sound amazing but you need some accoustic foam if you live above any one else or dont want the sound to travel... over all the speakers are amazing for the price."
414,"PreSonus Eris E3.5 - 2-way, High-Definition Active Studio Monitors (Pair)",5,"PreSonus Eris E3.5 - 2-way, High-Definition Active Studio Monitors (Pair) Better speakers quality for music studio I am using for and so good for ambient nature sound background effects, gaming and movies... No problems with the speakers and the bass and treble absolutely brilliant."
415,Worth every penny,5,I use these in place of my guitar amp and run my helix pedal into them direct and the sound is amazing
416,Great value studio monitors!,5,I don’t normally review items but I’m so impressed with the clarity of these speakers that I thought it would be worth a mention. The sound is clear at low and high volumes and I’ve had zero buzz from them too.
417,Brilliant sound quality,5,"Didn't expect much to be honest but wow I was blown away by the sound quality was in 2 mind which size 3.5 or 4.5 went for the bigger option as you do but should have went smaller knowing now how decent these sound (No regrets though). The sound out performs my surround sound which cost 5x as much.
Would recommend to any one wanting some decent sound for affordable price. I do get some sound distortion from the cables bit annoying. still worth it"
418,Did not work.,1,"These did not power on for me at all, even with a different (working) cable. Exchanged for JBLS."
419,Arrived today and was happy but a big problem on testing,2,"All in all they sound good , clean sound , but unfortunately there was a problem with the tweeter on the main unit , vibrated at certain frequencies , so packed them up again and will return , will buy something else as QC on these speakers seem to be a problem and a lot of people have problems with them , I did not get the dreaded hum but a lot vibration noise , very disappointed had great hope for these."
420,( ͡° ͜ʖ ͡°),5,These speakers are pretty good.
421,Time to eat humble pie! These are amazing!,5,I bought a pair of these monitors from a company who turns out to have their warehouses based in the Netherlands. I will send an email informing me that the delivery would be some weeks later which rather surprised me. In the end they arrived in about 4 days and to say they are good is an understatement. They have resources like videos explaining ideal set ups and I think I take a bit of listening to bed-in but the sound is incredible - I say for such a small set of speakers but actually they ju
422,"Absolutely shocking, not worth the money",1,Speakers stopped working within a couple of weeks of setting them up
423,Super sound quality for my pc workspace and for electronic music production,5,Along with many others - I am currently working from home (almost a year now!) - and I got these speakers to connect to my pc so I can listen to music while I work making my workspace more habitable. The sound quality is superb - even over blue-tooth - and a huge upgrade from my previous speaker (JBL Charge 2 blue-tooth) - I also got some stands so they are at head height which does make a difference for these 'monitor' speakers. I am also getting back into creating electronic music and these ar
424,Exellent Sound Quality and Sturdy Construction,5,"They feel like a premium product at an entry level price.
I love the choice of inputs on the back and have 2 different sources connected to them.
They give a crisp clear sound and I am very happy.
Would recommend.
10/10"
425,Amazing value,5,Great sound quality and good stone volume will fill a big room. Great for the price better then some more expensive speakers/monitors I’ve owned
426,"Superb, and not just for the price",5,"Amazin sound quality and volume.
My harman/kardon go+play have just broken down: both of the drivers' cones torn after 8 years of mild use - disappointing right?
The Presonus E3.5 pair beats the harman/kardon easily.
I hooked it up with my PC and my Amazon Echo. Works like a dream. No humming, buzzing white noise, just the purest, clearest sound I have ever experienced from such a little pair.
You just can't go wrong with them"
427,Great value,5,"Excellent monitors great value, using with presonus 24c sounds really good,"
428,Amazing!,5,Amazing sound quality and excellent value.
429,Great quality,5,"I took ages to decide on a pair of monitors. I have Presonus USB interface for recording on my PC so after reading reviews i decided on these. Very glad i did they are wonderful. Good for listening to Spotify and revealing enough for mixing and recording. They fir nicely on my desk either side of my Dell LCD screen and fill the room perfectly, no distortion just clarity. I added an old sub woofer via a splitter and use if i want more bass, but to be honest they don't really need it for most genr"
430,PreSonus Eris E4.5,5,"Awesome monitors. Using them for my audiotechnica turntable , laptop and phone, sound quality is excellent and plenty loud enough for where I’m using them"
431,Avoid,1,"The actual speaker sound is top quality, Amazon shipped me a replacement as the first one I got made loud white noise even when volume down and using Bluetooth made a loud hum. Second one just arrived and exactly the same, avoid."
432,Turn them up loud,5,Great for home music studios bass response is amazing
433,Great Speaker that fell short,3,"I have had the product for a year now and the quality of the speakers has dropped drastically. When using them in a party within 2 hours the speakers volume starts dropping, not sure wether they overheat but they dont handle it well. Sadly i will need to purchase new speakers after just 12 months."
434,Speakers save Lockdown,5,Honestly the best purchase I have made since lockdown. I am talking bout the first one not the trilogy series
435,Expensive sound quality at a bargain price.,5,"Great price for such amazing sound, beautiful tight bass and super clear treble, look the part too with the blue light, only minor gripe would be that the volume knob doesn't stick out enough and it's very sensitive, one slight turn and the volume booms up, easy enough once you get used to it though, highly recommended."
436,Mine were faulty,2,The right speaker on mine was faulty /muffled right out of the box.. All avenues for fixing it didn't work. Amazon couldn't send a replacement either
437,Fantastic sound quality for the price,5,"I've had these connected to my PC sound blaster for quite some time now. The sound quality is extremely good for the size of speaker and the price point.

Nice robust design so they're able to take the accidental knock or two.

The aux and headphone sockets are a handy addition.

Very good product for its price."
438,impressed,1,"crisp and flat sound, excellent separation, quite powerful.
only downside is there is no indication to the volume control and the power on blue LED can be a bit distracting/bright.
very impressed

edit
speakers have developed a very audible hiss.
I either missed that yesterday when I was too busy playing different genres of music to see how they sound or they just developed it after a few hours of use.
Unacceptable, will be returning them"
439,Recommended,5,Perfect sound and quality. I use them to play music and production and they are perfect.
440,Exceptional for the price,5,"I'm absolutely blown away by the quality of these tiny monitors. Exceptional, staging is excellent, quality fantastic. Super impressed!"
441,Great budget speakers,4,"I already own the E4.5s and wanted to downsize to get more space on my desk. My thoughts purchasing the E3.5BT was that they'll have a similar, if not the same sound profile as the E4.5s. How wrong I was.

The sound on the E3.5BT is thinner, lacking significantly in the mid-range. The highs are excellent due to the 1 inch tweeter found in both versions. The lows are excellent as well, but not as punchy as the E4.5s.

The build quality of both speakers is phenomenal for the price. Don't think you"
442,Would recommend,5,Would definitely recommend (especially for the price)!!!!
443,Impressive - once setup properly but bluetooth could be better,4,"When I first got these speakers, I really didn't like them.
1. The bass was boomy making the low and mid all a bit 'muddy'. Checking on the Presonus FAQs it is recommended to keep the speakers away from the walls by 4 feet (1.5ft mentioned elsewhere) because of the rear port, so I pulled them forward and the boomy muddyness had gone, delivering a balanced sound with detail and punch. I was thinking of adding a subwoofer but I'm not going to bother - I like the sound as is (obviously these speake"
444,Good affordable speakers.,5,"Use these with my keyboard for practice, very good sound."
445,Great for the price,5,I’m using these in my home studio and they work very well for the price.
446,Excellent home studio monitors,5,"Bought these to upgrade my home studio. As you can see my entire kit is presonus. I love the flat sound of these, they are plenty loud for a home studio with enough bass response and superb balance across the frequency range.
The volume knob on the front of the LHS speaker I haven’t used as I control the volume from my presonus iTwo interface."
447,Best studio monitors,5,Honestly best studio monitors I could have purchased I HIGHLY recommend!!!
448,quality sound,5,Great speakers bit expensive .
449,Great Speakers,5,Use these as Monitors for a Denon MXC8000 and they compare equal or better to speakers costing £400 or more very impressive clean sound no distortion or hum.
450,Excellent speakers,5,Excellent speakers highly recommend
451,Good,5,Very good
452,Pleasantly Surprised!,5,"I was looking for a cheap pair of monitors for my room recording set up and came across these and let me tell you, they are absolutely amazing for their value DON’T LET THE LOW PRICE TAG DISCOURAGE YOU. I’ve been using these for a few months now and they provide a a great sound quality for mixing as well as everyday use and gaming. They are quite small but are quite powerful and extremely easy to use. If you’re looking to build a studio or casually looking for a pair of monitors on a budget don’"
453,Best speakers,5,Amazing the best sound I've heard delivered in 1 day on free delivery and my family loves them and I do to definitely
454,Great set of speakers for Near Field testing,5,"Small, compact, great value."
455,Poor power supply,2,"I've had two pairs of these speakers, the first pair failed to turn on after their third day of use.

I returned that pair with no trouble and opted for a replacement - I'll always give a second chance.

The second pair had an audible hum - very unlikely to be a ground loop, it was on the same outlet as the source and i tried others - it wasn't a loud hum and may be something that others could ignore but once I noticed it, its all I could hear.

I suspect that the issues that I had with both set"
456,"Accurate, really good (but not the best) bass",5,"Disclaimer: I'm not an audiophile, just a casual.

Really good speakers, I use it in a home gym 24ft × 12ft. They've got enough volume to fill the gym while maintaining quality.

The vocals and Instruments like that of string feel really accurate. The bass is real punchy, although not quite as much as I'd want it (I listen to a lot of bassy Grime & dubstep). It definitely feels the best around for the price and type (being bookshelves). For now they're enough to pump me up during workout. If I n"
457,Monitor speakers through Focusrite,5,"These work extremely well. Great sound and reasonable price and relatively compact.

You don't need isolation matts. You often just pushed to buy these as well, but they come with felt transfers if you want to sit them on a hard floor and not transfer vibration."
458,Good quality for the price,4,"For the money are the best I found. Sound quality good.
I'm using it to record rap voices and is fine even for the mixing."
459,Brilliant,5,They're just brilliant for near field listening. I now have some in my studio and another pair on my TV.
460,"good speaker, poor build quality",3,"These sound great...while they work. After three months, the slave speaker became much quieter than the active. Then it started crackling. Then distorting. Then both speakers distorted. Many others have reported this identical problem online, here and elsewhere. Clearly poor electronics.

I have owned my KRK and Yamaha monitors for almost twenty years, and they still work great. These lasted five months. Granted, for a small, near field monitor, they sounded great while they worked."
461,be warned the amazon bundle is incomplete,1,I ordered the amazon bundle of these speakers with the stand pads and cables for a christmas gift. when it arrived there is only one cable for two speakers! I was misled by the picture which gives the impression of two. Could have been a big disappointment on the big day so be warned. badly done amazon
462,Sound great!,5,"A great flat sound for something of this size and price. I used to use sn10's years ago in a studio. I'm more than happy with these speakers for my rekindled bedroom studio space. Plenty of low end, high end and mid range is fine. Maybe lacks a touch in the mid range, but nothing that will do any real harm to a mix especially once you get used to them (which is the same with anything, including speakers). Definitely recommend."
463,Extremely happy,5,"Great value for money, good quality!"
464,Fantastic quality speakers for the money,5,These speakers have exceeded my expectations in terms of build and sound quality. I would absolutely recommend these speakers for the cost.
465,Great value for money,5,Great product
466,"Excellent Sound, Great Value for Money.",5,"I originally bought some M-Audio V32’s for my small home set up, they were awful, way too bass heavy, muddy sound and no adjustments. The PreSonus sound so much better. They feel very solidly built and have a crisp sound with plenty of power for a small set up, they get quite loud without much of a drop in sound quality when turned up. They also have basic equaliser knobs on the back but I’ve never needed to change them from the central position. I’ve started using them for general audio consump"
467,Very good quality at a reasonable price.,5,"These monitors perform very well for my requirements: response, volume and foot print. I feed in my mixer different instruments (keyboards, bass, guitar, drum machine) and sources (iPod, CD player, a radio, the audio of my Mac) and the monitors work very well.

There is no background noise of any type.

A plus is the small foot print so that they take very little space of my work top."
468,Excellent all-rounders...,5,"The Eris E4.5's really are excellent all-rounders. In my case, they're hooked up to a computer with an ESS 9038-based DAC and mostly used for gaming and general media consumption.

Lossless audio formats like .flac and even high-quality .mp3's sound absolutely spot on! Even with the volume cranked up, highs are crisp and clear, and the mid-range is natural-sounding with lovely definition. The low-ends and bass are more punchy than deep, which is no surprise for bookshelf-sized monitors, but that"
469,Excellent. Run them on a separate electrical socket for zero mains hum issues.,5,"I bought these to replace 3” m-audio speakers that lasted 10 years. These 4.5 speakers sound much better - perfect for putting together a rough mix, and general every day listening. I have a double electric socket near my desk. My pc, monitors , usb stuff etc run on a single extension cord into one socket. These speakers run into the other socket. There is absolutely no mains hum coming from the speakers. I’m running audio from the pc headphone out into the speakers via the 3.5mm aux in at the f"
470,Beautiful,5,"Pretty little things...! Amazing sound for the price (£109). Crispy tweeters. Deep bass for such a light weight! The bluetooth works seamlessly. The buzz sound reported in other reviews is almost imperceptible to me. I tested the 3.5BT side-by-side with the JBL 1 series 104 and voilà, the 3.5 is superior in sound quality by far.
The flipside: the speakers are quite lightweight and seemed fragile to scratches. But again, is sound is the main thing... don’t look anymore. I’ll always wonder how muc"
471,cheap,3,I sent the speakers directly to my son in France and so did not hear them.
472,Christmas surprise ruined,3,"I'm sure the speakers are great. Unfortunately, they didn't come in a cardboard box, just the product box with a postage label on. So thanks for ruining my wife's Christmas surprise."
473,Good quality,5,Very good for a small studio
474,"Nicely made speakers, brilliant value. Sound lush.",5,"The sound is punchy and crystal clear, but not lacking character. Excellent value monitors - highly recommended."
475,Great value sound,5,"Most of the time I know what to expect when buying AV equipment and sometimes I’m disappointed, but rarely a product makes me want to right a review to shout how much of a bargain these are. I’ve had a few monitors and these are up there with my older and 5x more expensive ones.
Sound great for small home studio work hooked up to mixer."
476,Good quality for price,5,Excellent value
477,Amazing monitors. I think by far best for this price range.,5,"If you are like me and like crispy crystal clear sound with tight bass then this is the monitor for you. Honestly amazing sound quality for this price bracket. I am so amazed I want to buy a second pair as a gift to my brother. For the bassheads these may seem a bit not so full, but u can adjust highs to lowest and bass to highest and still get decent sound without blurry picture.
I love these speakers.

EDIT: Actually with Treble right at the middle and Bass at 3/4 you get amazing results."
478,Good sound at a reasonable price,5,Connected to my synthesiser and sound great
479,great product,5,sound quality and volume very good
480,Wish i'd bought more Mackie CR3's instead.,2,"I really can't understand all the good reviews. As studio ''flat response'' monitors, these suck. As cheap hi-fi speakers, these suck.
.
Listening to techno through these and the bass distorts wildly. Listening to metal and the bass and high end all gets squished into the mid somehow. And listening to punk through these and the music almost vanishes completely and leaves just the vocals, like they are some kind of reverse karaoke machine!
.
Then using the headphone socket at low volumes and all "
481,Sounds awesome,5,Really really good sound. Im very happy and surprised with the sound and at this price point. Only small units but really punchy and I haven't come across any distortion. 100% recommend
482,Great speakers very good sound,5,Great sound at an affordable price....
483,Great quality when they work.,1,"Real punchy and flat response when they work.

They drop out frequently, I think they have an unadjustable setting built into them that they go to sleep so you have to blast a volume signal through to wake them up.

This happens every single time I'm using them."
484,Home studio monitor speakers,5,For the price these speakers are excellent. I bought them mainly because I am restricted for space and these were the smallest I could find that had decent reviews. I use them in a home studio set up and they do me fine.
485,My son was very pleased,5,Got them for my son to use in his recording room he was very pleased
486,Good for price.,4,"Can't knock these for the price. I use them to game and listen to music I general and watch movies.
Not bad as a second pair of reference monitors for music production either. I typically use krk rokit 6s."
487,Underpowered for my purpose,3,"OK, but I found them to be underpowered which was a surprise as they are rated at 25 watts per channel.
The interconnection wire is too short and the on/off switch is horrible.
I returned them for a refund alongside the other gear I bought to use them with."
488,Good value for money,5,"I don't have experience with studio monitors so I'd done a lot of research and listened to many comparisons before deciding on this pair of speakers. After a couple of months of using them I can say I'm happy with the purchase. The sound is clear and the response quite flat across the spectrum (judging how different commercial recordings sound - again, I've no comparison to other monitors).

The speakers have a low level hiss, even when the volume knob is turned all the way down (in fact it does"
489,Studio monitors,5,"I did a lot of reading reviews before deciding on the PreSonus Eric’s E3.5. I wasn’t disappointed. These speakers are powerful, clear and user-friendly. The sound quality is excellent and, in my view, they give a true reproduction of your recording. So far, I’m very impressed with these monitors."
490,Brilliant speakers,5,These speakers are fantastic! Easily as good if not better than my M-Audio reference speakers. I love them.
491,Good studio speakers,5,Sound quality is really good
492,Good speakers,5,Good sound quality great product
493,Love them,5,Great sound for such a small speaker definitely recommend buying great price as well
494,Used them for 5min and the fuse blew up.,1,Probs not gonna buy the same brand again. Everything was amazing for half a song played and then the fuse just died.
495,They're just giving you these for a loss at this point,5,"If you need a really good pair of speakers, but you don't want to pay the large price tag good quality speakers come from, then these are for you! Although a tiny bit bass heavy sound is very crisp and sounds very good overall, they're also able to go very loud if needed, I dare not put them to the max. Perfect pair of speakers"
496,Seemingly dead on arrival - BT doesn't work but works when wired,1,"Installed as per the instructions but the led indicator above the volume controller didn't turn on when I switched it on. It seems like it's not powered on, however when connecting the cables to my laptop, there's sound coming out of it (which is really good sound). However, pairing a bluetooth device won't work. Such a shame as if it worked it would have been a good purchase."
497,Don't be fooled by their size. Great sound a pack a punch.,5,"These are great. Downsizing everything and just got rid of my KRKs which were too bulky. These are great. Small, lightweight and only use one plug socket. BT works really well so run my TV, computer and iPad through them. The sound quality for mixing and DJing through is great. Punchy and accurate. Don't have as much sun bass as the old KRKs but it's nice and tight and punchy. Really well made.and look good too."
498,Great Qaulity,5,Great sounds using them with my IPad and guitar
499,Nice and compact,5,Great just what I wanted for my digital piano!
500,Really good value for money speakers for the home studio.,4,"After comparing a number of reviews on speakers for my small home studio I was really satisfied having decided to buy these. They matched the reviews with the only reason for 4 and not 5 stars being the volume, although in fairness within the size room I have and for gauging the the sound quality needed is quite adequate.
Would definitely recommend."
501,These are not great. Save up for better ones.,2,"I returned these literally the same day I got them. Not good. I can’t see a use for them, really. They suffer from an appalling, harsh, honky midrange/upper midrange that makes your ears bleed and a lack of bass which accentuates the former. I put some Fred Wesley and the JBs on (lots of horns) and they just couldn’t handle it. They were only bearable at the lowest volume. They’re too big to use as PC speakers (for most people) but don’t sound any better than most of the so-called ‘premium’ PC s"
502,Awesome sound for the price,5,"I use these in my studio in the loft, for their size they pack a punch. Bass is nice and smooth and the tweeter gives out very clear high end noises. You also have the rear controls to add more bass of treble if you wish. Really can not fault these, the price, the size and the sound are spot on, you won't find a better studio monitor pair."
503,Absolutely brilliant and awesome design!,5,"I love these speakers absolutely. They are very lovely in design as well , great sounding. No problems what so ever absolutely impressed with these glad I bought them when I did . Perfect price for what I need to do . Everything comes with the speakers all the wires come within and once opening up the box they both came in . Fast delivery as well as I'm a prime member on here . Very pleased . Might purchase another pair for my living room to have connected to the TV as the current ones I have is"
504,"Great sound, value and connectivity",5,"I tried many small monitor speaker these were easily the best and the cheapest. I believe these are the smallest monitor speakers available just right for a desktop home studio.
I liked the option of balanced TRS connectors (perfect for connecting to audio interface M-AUDIO Air 192|14. Also a bonus to have self- contained power supply so just plug in the figure-of-eight mains cable, no adapter.
The sound is full and clear and there are two adjustments for high and low EQ.
Volume control, power s"
505,Just what I wanted,5,"Having grown up with BBC monitor speakers (Spendor BC1 and Rogers LS3/5a) before forced downsizing, I wanted a pair of small self-powered monitor speakers for TV, Blu-ray and CD. Good speech quality was essential. My audio router includes level control, so the volume on the master speaker can be set and left. Top and bass +/- 6dB is a bonus on the rear, with a tactile notch at 0. No noticeable noise from the amp.
One surprise was a mains lead with European plug, but supplier had added a UK 13A m"
506,Dead on arrival,1,"Just received these speakers this morning, but you can imagine my frustration when they turn out to be dead on arrival and do not even turn on!

Attempting to contact the seller at the minute but it appears there is a problem sending them email via Amazon, so concerned now that I've spent over £100 on defective goods that I won't get a replacement or a refund for."
507,Great sounding products,5,"Nice little speakers to be honest although so after buying these I did see some other speakers I preferred for a better price but that's no one else's fault but my decision but these work really well and if you're looking for a budget speaker than these are great but for some reason the price goes up and down on them so wait until you get them at a a lower price than £100 as soon as I bought them the price put the price up as
I was going to get a second set but I won't be now
I have given a good"
508,True sound,5,"Did my research on these, as all I needed were computer speakers used both for watching films/shows and listening to music. So wanted something true, without enhanced bass and all that other nonsense which you can apply via an equaliser; also wanted small and lightish. They're perfect, plenty loud with a nice crisp clear sound from their 1"" tweeters, and there's that boom when things go bang on screen + I can hear dialogue clear. Tested on Abbey Road & Miss Anthropocene, 2 very crisp produced al"
509,Good value for money.,5,"Compact easy to operate good sound quality, tone controls not too dynamic but adequate at this price point. Came with a two pin plug. But they were bought at a very very good price from German seller, few quid for a replacement power cord incidental."
510,Impressive speakers for the price,5,"Purchased as desktop speakers for use with computer (to replace MAudio AV40, which had failed after a number of years use). Sound quality is subjective - various online / YouTube reviews are generally very favourable - in my opinion sound quality (especially base) is very pleasing considering the size of the speakers and an improvement on the AV40 (read the reviews for much more detailed comments on sound quality and comparisons). Extra controls provide the opportunity to fine tune the sound. Po"
511,Broke within the first month,1,"Had them a month before they stopped working, sound quality wasnt amazing (had them hooked up to a record player). Contacted their support and was told to get a new power cable.....

Waste of money"
512,Quite simply the BEST monitors under £100,5,"I have been into audio and had various home studio equipment for years and years. I have had all sorts of monitors, 5 inch and 8 inch M Audios and KRKs. However this time I was looking for something compact that can fit in my IKEA Kallax desk set up.

These things look fantastic, are very compact and oh boy do they punch above their weight.

Quite simply amazing, the best monitors under £100 by a long shot."
513,Good quality moitors for the size and price,5,Great value
514,"Great, crisp speakers for their size",5,"Perfect bookshelf speakers, pack punch for their size. Don't think you'll find many better in this class."
515,Good speakers,5,"Very good sound quality, great on bass and perfect for music production purposes. Would recommend to anyone looking for well priced speakers."
516,Better to do not buy this if you know something about music and quality!.,2,This speakers must be max £50 look good but quality is bad...
517,Crisp and clear sound,5,Just what I needed. I wanted studio monitors to be part of a small home studio set up but they will also be the main speakers for listening to music in a small room. Seem perfect for both. It has a bass boost eq when looking for just music listening. Well designed solid small speakers that sit nicely near your PC if that's where the sound is coming from then they are real value for money.
518,Good value for budget home recording,5,Really nice speakers. Good value for money
