,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,pipeline_score,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day,Review Length,Word Count
359,360,0.096,0.653,0.25,0.524,0.36577412486076355,0.33697235584259033,0.29725348949432373,0.98071,great value studio monitors ideal small home studio good quality little studio monitors spare bedroom studio sadly not make sound better musician fault thiers,"great value studio monitors, ideal for small home studio. good quality little studio monitors for my spare bedroom/studio..sadly don't make me sound any better as a musician but that's more my fault than thiers","great value studio monitors, ideal for small home studio",good quality little studio monitors for my spare bedroom/studio..sadly don't make me sound any better as a musician but that's more my fault than thiers,5,Positive,2021,6,12,210,34
360,361,0.0,0.427,0.573,0.8676,0.003941760398447514,0.024532049894332886,0.9715262055397034,0.9998,really like well worth money paid excellent product,really like them. well worth the money i paid for them. excellent product.,really like them,well worth the money i paid for them. excellent product.,5,Positive,2021,6,11,74,13
361,362,0.049,0.839,0.112,0.5574,0.0203164704144001,0.14340578019618988,0.8362777233123779,0.99739,meet expectations great reviews quality speakers near field monitors go size due space totally exceed expectations good reviews say say bass missing adjust back amplified speaker,meet expectations of all the great reviews. these are quality speakers for near field monitors. had to go with this size due to space but they totally exceed expectations - as good as the reviews say. some say bass is missing but you can adjust on the back of the amplified speaker.,meet expectations of all the great reviews,these are quality speakers for near field monitors. had to go with this size due to space but they totally exceed expectations - as good as the reviews say. some say bass is missing but you can adjust on the back of the amplified speaker.,5,Positive,2021,6,7,282,52
362,363,0.015,0.856,0.13,0.8639,0.058526523411273956,0.21265679597854614,0.7288166880607605,0.99669,fine desktop use bought desktop use home office wanted decent speakers endless zoom calls nice clear however say little boomy 120hz range voices resonate annoying frequency ive ended turning low eq dial right counteract said nice bright speech clear music sounds ok though wouldnt really get primary use nice compact units plenty volume easy set scored higher usb input cant everything eighty quid guess,"fine for desktop use. bought these for desktop use for a home office where i wanted a some decent speakers for the endless zoom calls!. they are nice and clear, however i have to say they are a little boomy at the 120hz range, so voices can resonate at that annoying frequency. ive ended up turning the 'low' eq dial right down to counteract it. having said that they're nice bright, so speech is clear. music sounds ok, though you wouldnt really get these if that was your primary use for them. these are nice compact units, plenty of volume and easy to set up. i would have scored them higher if they had usb input but you cant have everything for eighty quid i guess.",fine for desktop use,"bought these for desktop use for a home office where i wanted a some decent speakers for the endless zoom calls!. they are nice and clear, however i have to say they are a little boomy at the 120hz range, so voices can resonate at that annoying frequency. ive ended up turning the 'low' eq dial right down to counteract it. having said that they're nice bright, so speech is clear. music sounds ok, though you wouldnt really get these if that was your primary use for them. these are nice compact units, plenty of volume and easy to set up. i would have scored them higher if they had usb input but you cant have everything for eighty quid i guess.",4,Positive,2021,6,5,670,126
363,364,0.021,0.752,0.228,0.9424,0.003703931113705039,0.028975749388337135,0.9673203825950623,0.93901,cheap good tight space bought monitors music production voiceover podcast work whilst clearly not powerful speakers clear decent output allows fit good tone control via pits back balanced rca inputs another bonus given price point connecting wire speakers thin cheap easy upgrade overall pleased,"cheap and good. being tight for space i bought these as monitors for music production and voiceover/podcast work. whilst clearly not the most powerful speakers they are clear and have decent output, and allows fit good tone control via the pits on the back. balanced rca inputs are another bonus given the price point. the connecting wire between the speakers is very thin and cheap but this is an easy upgrade. overall i am very pleased.",cheap and good,"being tight for space i bought these as monitors for music production and voiceover/podcast work. whilst clearly not the most powerful speakers they are clear and have decent output, and allows fit good tone control via the pits on the back. balanced rca inputs are another bonus given the price point. the connecting wire between the speakers is very thin and cheap but this is an easy upgrade. overall i am very pleased.",5,Positive,2021,6,4,438,76
364,365,0.0,0.779,0.221,0.5267,0.01681223139166832,0.6128946542739868,0.3702930808067322,0.99193,ideal home studio job home recording set,ideal for home studio. just the job for my home recording set up.,ideal for home studio,just the job for my home recording set up.,5,Positive,2021,6,2,65,13
365,366,0.018,0.835,0.148,0.9412,0.009055729024112225,0.048282962292432785,0.9426612854003906,0.99958,excellent mid price monitors okay honest 4 5 first pair studio monitors remarks need taken context short like went loads reviews canvassed quite experienced home studio owners speakers generally well regarded smaller siblings eris 3 5 use find really good certainly loud enough heard articulate enough hear every nuance sound date taking lack experience consideration totally lived expectation far not believe upgrading time come,"excellent mid price monitors.. okay, i'll be honest here, these 4.5"" are my first pair of studio monitors so my remarks need to be taken in that context...in short, i like them, i went through loads of reviews and canvassed quite a few experienced home studio owners and these speakers were generally well regarded, as were their' smaller siblings the eris 3.5"". in use, i find them really good, they are certainly loud enough to be heard and articulate enough so that you can hear every nuance of sound. to date and taking my lack of experience into consideration , they have totally lived up to expectation so far and i don't believe that i will be upgrading for some time to come.",excellent mid price monitors.,"okay, i'll be honest here, these 4.5"" are my first pair of studio monitors so my remarks need to be taken in that context...in short, i like them, i went through loads of reviews and canvassed quite a few experienced home studio owners and these speakers were generally well regarded, as were their' smaller siblings the eris 3.5"". in use, i find them really good, they are certainly loud enough to be heard and articulate enough so that you can hear every nuance of sound. to date and taking my lack of experience into consideration , they have totally lived up to expectation so far and i don't believe that i will be upgrading for some time to come.",5,Positive,2021,6,2,683,123
366,367,0.0,0.751,0.249,0.9485,0.003009580774232745,0.020237836986780167,0.9767525792121887,0.99805,great value money speakers delivered promptly although left outside outside house anybody taken said someone like recently decided invest music production must say sound quality build quality overall value money excellent recommend speakers anyone,"great value for money. speakers were delivered promptly (although just left outside outside my house where anybody could have taken them)...that being said for someone like myself who's only recently decided to invest more in music production, i must say the sound quality, build quality and overall value for money are all excellent and i'd recommend these speakers to anyone.",great value for money,"speakers were delivered promptly (although just left outside outside my house where anybody could have taken them)...that being said for someone like myself who's only recently decided to invest more in music production, i must say the sound quality, build quality and overall value for money are all excellent and i'd recommend these speakers to anyone.",5,Positive,2021,5,28,377,60
367,368,0.072,0.733,0.195,0.7591,0.028918489813804626,0.16765789687633514,0.8034236431121826,0.9862,compact size good sound nice compact small area going probably not best critical listening needed something give ears rest headphones putting radio show together good price seem well made,compact size good sound. nice and compact for the small area going into. probably not the best for critical listening but i just needed something to give my ears a rest from headphones when just putting radio show together. good for the price and seem well made.,compact size good sound,nice and compact for the small area going into. probably not the best for critical listening but i just needed something to give my ears a rest from headphones when just putting radio show together. good for the price and seem well made.,5,Positive,2021,5,25,262,47
368,369,0.076,0.643,0.281,0.7269,0.37518689036369324,0.37610936164855957,0.24870365858078003,0.96218,great price overall good monitors think unlucky received set dodgy switch,"great for the price.. overall good monitors, think i've just been unlucky and received a set with a dodgy on/off switch.",great for the price.,"overall good monitors, think i've just been unlucky and received a set with a dodgy on/off switch.",4,Positive,2021,5,22,120,21
369,370,0.0,0.789,0.211,0.8519,0.0016274607041850686,0.020395593717694283,0.97797691822052,0.99959,great product speakers analogue mode best sounding speakers market whether 78 rpm 45 rpm 33 rpm cd rips exceptional digital mode,great product. these speakers in analogue mode are the best sounding speakers on the market. whether it be 78 rpm 45 rpm 33 rpm or cd rips. they are exceptional in digital mode.,great product,these speakers in analogue mode are the best sounding speakers on the market. whether it be 78 rpm 45 rpm 33 rpm or cd rips. they are exceptional in digital mode.,5,Positive,2021,5,17,177,33
370,371,0.0,0.646,0.354,0.9117,0.0019317342666909099,0.011518176645040512,0.9865500926971436,0.99985,awesome quite nice expected bigger monitor fine producing beats music general also mixing work best price,"awesome. quite nice, expected bigger monitor but they're fine for producing beats and music in general. also for some mixing work they're the best for this price",awesome,"quite nice, expected bigger monitor but they're fine for producing beats and music in general. also for some mixing work they're the best for this price",5,Positive,2021,5,17,161,27
371,372,0.054,0.741,0.205,0.8469,0.01192034874111414,0.05177171155810356,0.936307966709137,0.96765,sound great hooked pc hooked pc discovering samsung monitor not speakers sound fantastic plenty bass love redesign volume knob little small recessed ease adjustment,sound great hooked up to pc.. hooked them up to my pc after discovering my samsung monitor didn't have speakers!.sound fantastic and plenty of bass to them..would love a redesign of the volume knob as it's a little too small and recessed for ease of adjustment.,sound great hooked up to pc.,hooked them up to my pc after discovering my samsung monitor didn't have speakers!.sound fantastic and plenty of bass to them..would love a redesign of the volume knob as it's a little too small and recessed for ease of adjustment.,5,Positive,2021,5,17,261,46
372,373,0.0,0.797,0.203,0.9434,0.01060080248862505,0.050536513328552246,0.9388626217842102,0.99767,80 folks not happy although used couple hours blown away clarity detail little speakers give versatile fun easy connect variety sources perfect small studio adding oomph gaming listening music small room buy really thank later,"all this for £80.. and some folks aren't happy??. although i've only used them for a couple of hours, they've blown me away for the clarity and detail these little speakers give. versatile, fun, easy to connect to a variety of sources. perfect for the small studio or for adding some oomph to gaming or listening to music in a small room. just buy them. really! you can thank me later.",all this for £80.. and some folks aren't happy??,"although i've only used them for a couple of hours, they've blown me away for the clarity and detail these little speakers give. versatile, fun, easy to connect to a variety of sources. perfect for the small studio or for adding some oomph to gaming or listening to music in a small room. just buy them. really! you can thank me later.",5,Positive,2021,5,12,385,71
373,374,0.014,0.801,0.185,0.9876,0.013468529097735882,0.08192796260118484,0.9046034812927246,-0.77586,experience speakers awesome set speakers bought good bit reading reviews googling checking youtube concerns course thankfully speakers met needs no hum white noises enjoy sound quality delivered speakers even bass sounds rich amazing tv pc via sound card hooked upto speakers thing wish sleep timer power mode speakers times fall asleep whilst watching movie late night gear sleep timers ie pc tv anyway 2 cents speakers happy ps size room around 9ftx9ft acoustic tuning controls speakers set zero volume 1 4 set want volume turn source volume bit yes speakers get loud old midi hifi speakers used 0,"my experience with these speakers. awesome set of speakers, before i bought it, i did a good bit of reading reviews, googling & checking out youtube. i had my concerns of course, but thankfully these speakers met my needs and there is no hum or white noises from them for me and i enjoy the sound quality delivered by the speakers, even the bass sounds rich & amazing to me. i have my tv & pc via a sound card hooked upto these speakers. only thing i wish is that there was a sleep/timer power off mode for these speakers for those times when i fall asleep whilst watching a movie late at night, all my other gear i have, have sleep timers for ie pc & tv. anyway just my 2 cents on these speakers i'm happy with them..ps. size of my room around 9ftx9ft.. acoustic tuning controls on speakers i have set to zero & volume about 1/4 set, when i want more volume i just turn up my source volume a bit. yes these speakers can get loud as an old midi hifi/speakers i used to have :0",my experience with these speakers,"awesome set of speakers, before i bought it, i did a good bit of reading reviews, googling & checking out youtube. i had my concerns of course, but thankfully these speakers met my needs and there is no hum or white noises from them for me and i enjoy the sound quality delivered by the speakers, even the bass sounds rich & amazing to me. i have my tv & pc via a sound card hooked upto these speakers. only thing i wish is that there was a sleep/timer power off mode for these speakers for those times when i fall asleep whilst watching a movie late at night, all my other gear i have, have sleep timers for ie pc & tv. anyway just my 2 cents on these speakers i'm happy with them..ps. size of my room around 9ftx9ft.. acoustic tuning controls on speakers i have set to zero & volume about 1/4 set, when i want more volume i just turn up my source volume a bit. yes these speakers can get loud as an old midi hifi/speakers i used to have :0",5,Positive,2021,5,11,976,191
374,375,0.045,0.843,0.112,0.6757,0.022127624601125717,0.17343899607658386,0.8044334053993225,-0.59229,accurate highs not bass pretty good price particularly accurate detailed high frequencies good stereo definition bass different matter however revealing distinctive frequency bump 150hz sound artificially boomy without subs obviously not much sub 100hz given small size speakers rolling bass controls helps little bit 150hz peak remains used mixing think good three four hour session low volume ear fatigue longer especially higher volumes,"accurate on the highs not so on the bass. these are pretty good at this price...they are particularly accurate and detailed in the high frequencies with good stereo definition. the bass is a different matter, however, revealing a very distinctive frequency bump at 150hz...so it'll sound artificially 'boomy' without the subs (obviously not much sub-100hz given the small size of the speakers). rolling off the bass on the controls helps a little bit but the 150hz peak remains...used for mixing, i think these are good for a three-four hour session at low volume but there is some ear fatigue (for me) any longer than that, especially at higher volumes.",accurate on the highs not so on the bass,"these are pretty good at this price...they are particularly accurate and detailed in the high frequencies with good stereo definition. the bass is a different matter, however, revealing a very distinctive frequency bump at 150hz...so it'll sound artificially 'boomy' without the subs (obviously not much sub-100hz given the small size of the speakers). rolling off the bass on the controls helps a little bit but the 150hz peak remains...used for mixing, i think these are good for a three-four hour session at low volume but there is some ear fatigue (for me) any longer than that, especially at higher volumes.",4,Positive,2021,5,11,654,109
375,376,0.098,0.569,0.333,0.7779,0.012137951329350471,0.05460258200764656,0.9332594275474548,0.99841,great price great sound not get better versatile speakers anywhere near price,"great price, great sound. you won't get better and more versatile speakers for anywhere near this price","great price, great sound",you won't get better and more versatile speakers for anywhere near this price,5,Positive,2021,5,11,103,17
376,377,0.228,0.648,0.123,-0.7887,0.014762002043426037,0.05424952879548073,0.9309884309768677,0.99804,best budget studio monitors ever absolutely crazy sound no matter input everyone else reviews lying say bad hear no hum crisp even nothing tone bass sound still clear crisp,best budget studio monitors ever!!!!. absolutely crazy sound on these no matter the input everyone else's reviews are lying if they say it's bad because i hear no hum at all there crisp even if you do nothing with the tone or the bass the sound is still very clear and crisp.,best budget studio monitors ever!!!!,absolutely crazy sound on these no matter the input everyone else's reviews are lying if they say it's bad because i hear no hum at all there crisp even if you do nothing with the tone or the bass the sound is still very clear and crisp.,5,Positive,2021,5,4,275,52
377,378,0.0,0.295,0.705,0.8011,0.0031123661901801825,0.030496394261717796,0.9663912057876587,0.99986,fit purpose works great,fit for purpose. works great!!,fit for purpose,works great!!,5,Positive,2021,5,2,30,5
378,379,0.0,0.508,0.492,0.891,0.0047811283729970455,0.06849214434623718,0.9267266988754272,0.94088,good buy good buy good sound basic speakers good playback monitoring feedback minimal,"good buy. good buy, good sound for basic speakers good for playback and monitoring, feedback minimal",good buy,"good buy, good sound for basic speakers good for playback and monitoring, feedback minimal",4,Positive,2021,5,1,100,16
379,380,0.0,1.0,0.0,0.0,0.5081230998039246,0.44010838866233826,0.051768507808446884,-0.9975,average using presonus audiobox 96 sound average standard speakers smaller expected,"just about average. using with the presonus audiobox 96, sound is of average standard, speakers are smaller than expected.",just about average,"using with the presonus audiobox 96, sound is of average standard, speakers are smaller than expected.",3,Neutral,2021,4,28,122,19
380,381,0.119,0.616,0.265,0.7112,0.2084359973669052,0.38443994522094727,0.4071240723133087,0.97918,used digital synthesizer not using gaming adapter wrong size correct one fitted sound clear ok nice size speakers came well wrapped polystyrene dislike great speakers,"used for digital synthesizer. not using for gaming, so adapter was wrong size. correct one now fitted, sound clear and ok, nice size speakers, came well wrapped, but polystyrene which i dislike. other than that, great speakers.",used for digital synthesizer,"not using for gaming, so adapter was wrong size. correct one now fitted, sound clear and ok, nice size speakers, came well wrapped, but polystyrene which i dislike. other than that, great speakers.",4,Positive,2021,4,26,227,37
381,382,0.0,0.407,0.593,0.807,0.0037263690028339624,0.0308537520468235,0.9654198884963989,0.99986,really good money great round,really good for money. great all round,really good for money,great all round,5,Positive,2021,4,26,38,7
382,383,0.0,0.462,0.538,0.8519,0.005533391144126654,0.12190095335245132,0.8725656270980835,0.99961,happy price good small active speakers reasonable sound reproduction,"happy. for the price good small active speakers, reasonable sound reproduction",happy,"for the price good small active speakers, reasonable sound reproduction",4,Positive,2021,4,25,78,11
383,384,0.0,0.75,0.25,0.946,0.0043349056504666805,0.02161112241446972,0.9740539193153381,0.9994,superb speaker great value money bought use focusrite scarlett 2i2 macbook monitoring music recording delighted sound quality saw mention hum sound interference say not issue think speakers incredible value money,superb speaker great value for money. bought these to use with my focusrite scarlett 2i2 and my macbook for monitoring music recording. i am delighted with the sound quality. i saw mention of hum or sound interference. i have to say that this is not an issue for me. i think these speakers are incredible value for money.,superb speaker great value for money,bought these to use with my focusrite scarlett 2i2 and my macbook for monitoring music recording. i am delighted with the sound quality. i saw mention of hum or sound interference. i have to say that this is not an issue for me. i think these speakers are incredible value for money.,5,Positive,2021,4,25,321,58
384,385,0.0,0.685,0.315,0.9516,0.002100975951179862,0.009947500191628933,0.9879514575004578,0.99974,excellent small studio speakers really excellent little speakers good sound quality volume headphone input front particularly useful exactly needed small home studio n break bank pleased,excellent small studio speakers. really excellent little speakers. good sound quality. the volume and headphone input on the front are particularly useful. exactly what i needed for my small home studio and they did n’t break the bank !! very pleased with them 👍,excellent small studio speakers,really excellent little speakers. good sound quality. the volume and headphone input on the front are particularly useful. exactly what i needed for my small home studio and they did n’t break the bank !! very pleased with them 👍,5,Positive,2021,4,22,262,44
385,386,0.0,0.268,0.732,0.8979,0.0051393089815974236,0.05482099577784538,0.9400396943092346,0.99988,great studio monitors great clarity quality,great studio monitors. great clarity and quality,great studio monitors,great clarity and quality,5,Positive,2021,4,13,48,7
386,387,0.0,0.543,0.457,0.6369,0.005164466332644224,0.04913782700896263,0.9456976652145386,0.99986,best speakers ever owned,the best speakers i have ever owned. ,the best speakers i have ever owned,,5,Positive,2021,4,12,37,7
387,388,0.046,0.854,0.1,0.8733,0.32998090982437134,0.4222709834575653,0.24774812161922455,-0.99141,outstanding price presonus really show last word professional audio speakers audio speakers sharp accurate way advertised 30hz cutoff yet despite still provide comfortable listening experience used non professional tasks speakers able push impressive volume small size however still monitors not expect fill large room sound amplifier quiet no audible hiss hum speakers even silent room also inputs disconnected one gripe speakers bright blue power led front volume knob unfortunate annoying darkened room however easily remedied small square black electrical tape price recommend anyone professional monitors cheap computer speaker manufacturers logitech probably give,"outstanding for the price.. presonus really show off why they are the last word in professional audio with these speakers...the audio from these speakers is sharp and accurate, all the way down the the advertised 30hz cutoff. yet despite this they still provide a comfortable listening experience when being used for non professional tasks...the speakers are able to push an impressive volume for there small size, however they are still monitors, don't expect them to fill a large room with sound. the amplifier's are very quiet with no audible hiss or hum from the speakers even in a silent room (also with the inputs disconnected)..the one gripe i have with these speakers is they have a bright blue power led on the front above the volume knob. this is unfortunate as it is very annoying in a darkened room, however is easily remedied with a small square of black electrical tape...for this price i would recommend these to anyone, with professional monitors this cheap most computer speaker manufacturers (logitech) should probably just give up.",outstanding for the price.,"presonus really show off why they are the last word in professional audio with these speakers...the audio from these speakers is sharp and accurate, all the way down the the advertised 30hz cutoff. yet despite this they still provide a comfortable listening experience when being used for non professional tasks...the speakers are able to push an impressive volume for there small size, however they are still monitors, don't expect them to fill a large room with sound. the amplifier's are very quiet with no audible hiss or hum from the speakers even in a silent room (also with the inputs disconnected)..the one gripe i have with these speakers is they have a bright blue power led on the front above the volume knob. this is unfortunate as it is very annoying in a darkened room, however is easily remedied with a small square of black electrical tape...for this price i would recommend these to anyone, with professional monitors this cheap most computer speaker manufacturers (logitech) should probably just give up.",5,Positive,2021,4,9,1050,174
388,389,0.0,0.538,0.462,0.7184,0.007794808130711317,0.07746995240449905,0.9147352576255798,0.99972,worth every penny great sounding speaker price,worth every penny. great sounding speaker for the price,worth every penny,great sounding speaker for the price,5,Positive,2021,4,7,55,9
389,390,0.0,0.832,0.168,0.7687,0.07012242078781128,0.4150276780128479,0.5148499011993408,-0.99157,not go wrong thease surprisingly lound size easy pair bloototh comes sort cables u need u get entry level studio one 5 software u getting thease monitoring records u not decapitated price,can't go wrong with thease. surprisingly lound for the size easy to pair with bloototh.comes with all sort of cables u need and u get entry level studio one 5 software if u getting thease for monitoring your records u won't be decapitated for the price,can't go wrong with thease,surprisingly lound for the size easy to pair with bloototh.comes with all sort of cables u need and u get entry level studio one 5 software if u getting thease for monitoring your records u won't be decapitated for the price,3,Neutral,2021,4,7,252,46
390,391,0.026,0.662,0.312,0.9689,0.005555592477321625,0.03900068625807762,0.9554437398910522,0.9998,great quality sound price size bought replace active computer speakers stopped working help recording project price pont size speakers 3 5 inch main speaker cone deliver excellent sound quality good clarity separation perfect job,"great quality sound for the price and size. i bought these to replace some active computer speakers that had stopped working and to help me with a recording project. for the price pont on the size of the speakers (3.5 inch main speaker cone), they deliver excellent sound quality with very good clarity and separation. perfect for the job.",great quality sound for the price and size,"i bought these to replace some active computer speakers that had stopped working and to help me with a recording project. for the price pont on the size of the speakers (3.5 inch main speaker cone), they deliver excellent sound quality with very good clarity and separation. perfect for the job.",5,Positive,2021,4,6,339,59
391,392,0.0,0.293,0.707,0.9379,0.003484696615487337,0.029554199427366257,0.9669610857963562,0.99986,superb sound system superb high sound clarity value money,superb sound system. superb! high sound clarity. value for money!!!,superb sound system,superb! high sound clarity. value for money!!!,4,Positive,2021,4,4,67,10
392,393,0.049,0.761,0.19,0.7695,0.0018780792597681284,0.01621091179549694,0.9819110035896301,0.99986,something small fill room quality sound presonus fits really well bedroom fitted either side chimney breast true stereo sound amazing even without subwoofer highly recommend,"for something so small, they fill your room with quality sound.. presonus fits really well in my bedroom. i’ve fitted them either side of my chimney breast for true stereo and they sound amazing even without a subwoofer...i highly recommend them.","for something so small, they fill your room with quality sound.",presonus fits really well in my bedroom. i’ve fitted them either side of my chimney breast for true stereo and they sound amazing even without a subwoofer...i highly recommend them.,5,Positive,2021,4,4,246,41
393,394,0.011,0.866,0.123,0.9782,0.007115139625966549,0.08004309982061386,0.912841796875,0.78278,great little speakers 3 weeks pleased bought use laptop running cubase gaming family use use wired using cubase audio comes via steinberg ur242 usb audio interface use phono leads take audio ur242 gaming use via bluetooth family paired phones play tunes speakers playing within 2 minutes unboxing no issues handy volume front also handy headphones front means monitor recording someone else using headphone ur242 records vocals sound punchy clear quite loud volumes play full volume get little distortion bass hey tiny eq tweaked bass treble handy leave 0 want accurate sound recording really glad spent quid get bluetooth version going sharing rest household like go option dedicated space home recording lucky wired version fine,"great little speakers. i've had these about 3 weeks and pleased with then. i bought them to use with my laptop running cubase, and for gaming and for the family to use. i use them wired when using cubase as the audio comes out via a steinberg ur242 usb audio interface and so use phono leads to take the audio from the ur242. when gaming i use them via bluetooth and the family have paired their phones so they can play their tunes. the speakers were playing within 2 minutes of unboxing, no issues at all. it's handy having the volume on the front and also handy having headphones out on the front as it means i can monitor there when recording if someone else is using the headphone out from the ur242 to records vocals. the sound is punchy and very clear up to quite loud volumes. play them at full volume and you might get a little distortion from the bass but hey, they're tiny! the eq can be tweaked (bass and treble) which is handy or just leave them at 0 if you want a more accurate sound when recording. i'm really glad a spent just a few quid more to get the bluetooth version and if you're going to be sharing these with the rest of the household like i am then go for that option. if you have a dedicated space for home recording (lucky you!) then the wired version would be fine.",great little speakers,"i've had these about 3 weeks and pleased with then. i bought them to use with my laptop running cubase, and for gaming and for the family to use. i use them wired when using cubase as the audio comes out via a steinberg ur242 usb audio interface and so use phono leads to take the audio from the ur242. when gaming i use them via bluetooth and the family have paired their phones so they can play their tunes. the speakers were playing within 2 minutes of unboxing, no issues at all. it's handy having the volume on the front and also handy having headphones out on the front as it means i can monitor there when recording if someone else is using the headphone out from the ur242 to records vocals. the sound is punchy and very clear up to quite loud volumes. play them at full volume and you might get a little distortion from the bass but hey, they're tiny! the eq can be tweaked (bass and treble) which is handy or just leave them at 0 if you want a more accurate sound when recording. i'm really glad a spent just a few quid more to get the bluetooth version and if you're going to be sharing these with the rest of the household like i am then go for that option. if you have a dedicated space for home recording (lucky you!) then the wired version would be fine.",5,Positive,2021,4,3,1292,248
394,395,0.097,0.276,0.628,0.911,0.0028653868939727545,0.019534312188625336,0.9776002764701843,0.99986,great value excellent far good even low volume,great value. excellent so far - very good even at low volume,great value,excellent so far - very good even at low volume,5,Positive,2021,4,3,60,12
395,396,0.0,0.856,0.144,0.8865,0.022881092503666878,0.2279963195323944,0.7491225600242615,-0.96045,small pack punch clear sounding monitors money really small pack punch size need stands get right level ears also krks lot expensive buy buying one monitors not go wrong recommend 4 5 large room,"small but pack a punch.. very clear sounding monitors for the money. they are really small, but pack a punch for their size. you will need stands to get it to the right level for your ears. i also own the krks which a lot more than expensive to buy buying just one monitors. you can't go wrong with these, i would recommend the 4.5 if your have large room.",small but pack a punch.,"very clear sounding monitors for the money. they are really small, but pack a punch for their size. you will need stands to get it to the right level for your ears. i also own the krks which a lot more than expensive to buy buying just one monitors. you can't go wrong with these, i would recommend the 4.5 if your have large room.",5,Positive,2021,4,2,356,70
396,397,0.03,0.536,0.435,0.9749,0.002040848135948181,0.015038277953863144,0.9829208254814148,0.99986,nice pair no sound engineer great pair studio monitors good sound quality clear crisp job comes music production great value money,"nice pair. i’m no sound engineer, but these are a great pair of studio monitors. good sound quality, clear and crisp. they do the job when it comes to music production and are great value for money.",nice pair,"i’m no sound engineer, but these are a great pair of studio monitors. good sound quality, clear and crisp. they do the job when it comes to music production and are great value for money.",5,Positive,2021,4,1,198,37
397,398,0.0,0.625,0.375,0.9154,0.0021003298461437225,0.014744970947504044,0.9831546545028687,0.99978,excellent speakers play electric guitars impressed pure sound although small pack punch without distorting highly recommend,excellent speakers. i play my electric guitars through these and i am impressed on the pure sound. although they are small they can pack a punch without distorting. would highly recommend,excellent speakers,i play my electric guitars through these and i am impressed on the pure sound. although they are small they can pack a punch without distorting. would highly recommend,5,Positive,2021,3,31,187,31
398,399,0.0,0.821,0.179,0.8555,0.01539443340152502,0.10468608886003494,0.8799195289611816,0.99308,great value money pros beautiful compact design reproduces sound accurately larger average tweeter woofer low price durable enough constant daily production use cons use unbalanced rca jacks sound better also using audio interface get heavier bass sound need add subwoofer,"great value for money. pros.beautiful compact design..reproduces sound accurately..larger than average tweeter and woofer..low price..durable enough for constant daily production use...cons.if you use the unbalanced rca jacks, the sound is better when also using an audio interface..to get a heavier bass sound, you need to add a subwoofer.",great value for money,"pros.beautiful compact design..reproduces sound accurately..larger than average tweeter and woofer..low price..durable enough for constant daily production use...cons.if you use the unbalanced rca jacks, the sound is better when also using an audio interface..to get a heavier bass sound, you need to add a subwoofer.",5,Positive,2021,3,31,340,48
399,400,0.0,0.654,0.346,0.8126,0.0018397076055407524,0.014163640327751637,0.9839966893196106,0.99976,brilliant sound money fantastic ordering another post downstairs,"brilliant sound. for the money, these are fantastic and will be ordering another post for downstairs.",brilliant sound,"for the money, these are fantastic and will be ordering another post for downstairs.",5,Positive,2021,3,26,101,16
400,401,0.0,0.105,0.895,0.9524,0.004828309174627066,0.053511109203100204,0.9416605830192566,0.99988,great value great sound quality great value,"great value. great sound quality, great value",great value,"great sound quality, great value",5,Positive,2021,3,26,45,7
401,402,0.0,0.77,0.23,0.8964,0.009358578361570835,0.054206810891628265,0.9364346861839294,0.99961,great little speakers money excellent speakers money lovely detailing ideal home studio not designed heavy bass point designed detailing mix not get wrong enough bass response work though highly recommended,"great little speakers for the money. excellent speakers for the money, lovely detailing. ideal for home studio..these are not designed for heavy bass, but that's the point, there more designed for detailing your mix. don't get me wrong, they have enough bass response to work with though..highly recommended....",great little speakers for the money,"excellent speakers for the money, lovely detailing. ideal for home studio..these are not designed for heavy bass, but that's the point, there more designed for detailing your mix. don't get me wrong, they have enough bass response to work with though..highly recommended....",5,Positive,2021,3,26,311,48
402,403,0.035,0.676,0.289,0.928,0.004827267024666071,0.03539764881134033,0.9597750902175903,0.99964,great sound cost little dubious speakers hooked turntable study sound great transformed pleasure listening vinyl work,"great sound. for the cost i was a little dubious, but these speakers, which are hooked up to the turntable in my study sound great and have transformed my pleasure of listening to my vinyl while i work.",great sound,"for the cost i was a little dubious, but these speakers, which are hooked up to the turntable in my study sound great and have transformed my pleasure of listening to my vinyl while i work.",5,Positive,2021,3,24,202,38
403,404,0.041,0.629,0.33,0.9397,0.0030779142398387194,0.010988932102918625,0.9859331250190735,0.99978,wow first set studio monitors wow quality volume bass incredible no matter volume use though honestly anything half id deafening sound clear crisp worth every penny,"wow. my first set of ""studio monitors"" and wow the quality, volume, bass are all just incredible! no matter what volume you use these at (though honestly anything over half id deafening!) they sound so clear and crisp. worth every penny!",wow,"my first set of ""studio monitors"" and wow the quality, volume, bass are all just incredible! no matter what volume you use these at (though honestly anything over half id deafening!) they sound so clear and crisp. worth every penny!",5,Positive,2021,3,23,237,41
